NAME,County,State,variable,estimate,Sex,Age,Private_HI
"Rock Island County, Illinois",Rock Island, Illinois,B27002_047,6619,Female,45 to 54 years,Yes
"Rock Island County, Illinois",Rock Island, Illinois,B27002_048,2256,Female,45 to 54 years,No
"Rock Island County, Illinois",Rock Island, Illinois,B27002_050,8405,Female,55 to 64 years,Yes
"Rock Island County, Illinois",Rock Island, Illinois,B27002_051,1970,Female,55 to 64 years,No
"Rock Island County, Illinois",Rock Island, Illinois,B27002_053,5324,Female,65 to 74 years,Yes
"Rock Island County, Illinois",Rock Island, Illinois,B27002_054,2398,Female,65 to 74 years,No
"Rock Island County, Illinois",Rock Island, Illinois,B27002_056,5045,Female,75 years and over,Yes
"Rock Island County, Illinois",Rock Island, Illinois,B27002_057,1521,Female,75 years and over,No
"St. Clair County, Illinois",St. Clair, Illinois,B27002_004,5696,Male,Under 6 years,Yes
"St. Clair County, Illinois",St. Clair, Illinois,B27002_005,4880,Male,Under 6 years,No
"St. Clair County, Illinois",St. Clair, Illinois,B27002_007,14894,Male,6 to 18 years,Yes
"St. Clair County, Illinois",St. Clair, Illinois,B27002_008,7860,Male,6 to 18 years,No
"St. Clair County, Illinois",St. Clair, Illinois,B27002_010,7263,Male,19 to 25 years,Yes
"St. Clair County, Illinois",St. Clair, Illinois,B27002_011,4077,Male,19 to 25 years,No
"St. Clair County, Illinois",St. Clair, Illinois,B27002_013,8911,Male,26 to 34 years,Yes
"St. Clair County, Illinois",St. Clair, Illinois,B27002_014,4984,Male,26 to 34 years,No
"St. Clair County, Illinois",St. Clair, Illinois,B27002_016,10932,Male,35 to 44 years,Yes
"St. Clair County, Illinois",St. Clair, Illinois,B27002_017,4190,Male,35 to 44 years,No
"St. Clair County, Illinois",St. Clair, Illinois,B27002_019,12716,Male,45 to 54 years,Yes
"St. Clair County, Illinois",St. Clair, Illinois,B27002_020,3695,Male,45 to 54 years,No
"St. Clair County, Illinois",St. Clair, Illinois,B27002_022,13142,Male,55 to 64 years,Yes
"St. Clair County, Illinois",St. Clair, Illinois,B27002_023,3868,Male,55 to 64 years,No
"St. Clair County, Illinois",St. Clair, Illinois,B27002_025,6915,Male,65 to 74 years,Yes
"St. Clair County, Illinois",St. Clair, Illinois,B27002_026,3145,Male,65 to 74 years,No
"St. Clair County, Illinois",St. Clair, Illinois,B27002_028,4027,Male,75 years and over,Yes
"St. Clair County, Illinois",St. Clair, Illinois,B27002_029,2075,Male,75 years and over,No
"St. Clair County, Illinois",St. Clair, Illinois,B27002_032,5214,Female,Under 6 years,Yes
"St. Clair County, Illinois",St. Clair, Illinois,B27002_033,4433,Female,Under 6 years,No
"St. Clair County, Illinois",St. Clair, Illinois,B27002_035,14217,Female,6 to 18 years,Yes
"St. Clair County, Illinois",St. Clair, Illinois,B27002_036,8265,Female,6 to 18 years,No
"St. Clair County, Illinois",St. Clair, Illinois,B27002_038,6812,Female,19 to 25 years,Yes
"St. Clair County, Illinois",St. Clair, Illinois,B27002_039,4286,Female,19 to 25 years,No
"St. Clair County, Illinois",St. Clair, Illinois,B27002_041,9528,Female,26 to 34 years,Yes
"St. Clair County, Illinois",St. Clair, Illinois,B27002_042,6191,Female,26 to 34 years,No
"St. Clair County, Illinois",St. Clair, Illinois,B27002_044,12474,Female,35 to 44 years,Yes
"St. Clair County, Illinois",St. Clair, Illinois,B27002_045,4567,Female,35 to 44 years,No
"St. Clair County, Illinois",St. Clair, Illinois,B27002_047,13959,Female,45 to 54 years,Yes
"St. Clair County, Illinois",St. Clair, Illinois,B27002_048,4257,Female,45 to 54 years,No
"St. Clair County, Illinois",St. Clair, Illinois,B27002_050,13903,Female,55 to 64 years,Yes
"St. Clair County, Illinois",St. Clair, Illinois,B27002_051,4898,Female,55 to 64 years,No
"St. Clair County, Illinois",St. Clair, Illinois,B27002_053,7041,Female,65 to 74 years,Yes
"St. Clair County, Illinois",St. Clair, Illinois,B27002_054,4619,Female,65 to 74 years,No
"St. Clair County, Illinois",St. Clair, Illinois,B27002_056,5770,Female,75 years and over,Yes
"St. Clair County, Illinois",St. Clair, Illinois,B27002_057,3893,Female,75 years and over,No
"Saline County, Illinois",Saline, Illinois,B27002_004,295,Male,Under 6 years,Yes
"Saline County, Illinois",Saline, Illinois,B27002_005,580,Male,Under 6 years,No
"Saline County, Illinois",Saline, Illinois,B27002_007,914,Male,6 to 18 years,Yes
"Saline County, Illinois",Saline, Illinois,B27002_008,1149,Male,6 to 18 years,No
"Saline County, Illinois",Saline, Illinois,B27002_010,469,Male,19 to 25 years,Yes
"Saline County, Illinois",Saline, Illinois,B27002_011,438,Male,19 to 25 years,No
"Saline County, Illinois",Saline, Illinois,B27002_013,784,Male,26 to 34 years,Yes
"Saline County, Illinois",Saline, Illinois,B27002_014,580,Male,26 to 34 years,No
"Saline County, Illinois",Saline, Illinois,B27002_016,762,Male,35 to 44 years,Yes
"Saline County, Illinois",Saline, Illinois,B27002_017,537,Male,35 to 44 years,No
"Saline County, Illinois",Saline, Illinois,B27002_019,1006,Male,45 to 54 years,Yes
"Saline County, Illinois",Saline, Illinois,B27002_020,550,Male,45 to 54 years,No
"Saline County, Illinois",Saline, Illinois,B27002_022,955,Male,55 to 64 years,Yes
"Saline County, Illinois",Saline, Illinois,B27002_023,708,Male,55 to 64 years,No
"Saline County, Illinois",Saline, Illinois,B27002_025,764,Male,65 to 74 years,Yes
"Saline County, Illinois",Saline, Illinois,B27002_026,458,Male,65 to 74 years,No
"Saline County, Illinois",Saline, Illinois,B27002_028,545,Male,75 years and over,Yes
"Saline County, Illinois",Saline, Illinois,B27002_029,224,Male,75 years and over,No
"Saline County, Illinois",Saline, Illinois,B27002_032,262,Female,Under 6 years,Yes
"Saline County, Illinois",Saline, Illinois,B27002_033,555,Female,Under 6 years,No
"Saline County, Illinois",Saline, Illinois,B27002_035,990,Female,6 to 18 years,Yes
"Saline County, Illinois",Saline, Illinois,B27002_036,782,Female,6 to 18 years,No
"Saline County, Illinois",Saline, Illinois,B27002_038,426,Female,19 to 25 years,Yes
"Saline County, Illinois",Saline, Illinois,B27002_039,469,Female,19 to 25 years,No
"Saline County, Illinois",Saline, Illinois,B27002_041,690,Female,26 to 34 years,Yes
"Saline County, Illinois",Saline, Illinois,B27002_042,631,Female,26 to 34 years,No
"Saline County, Illinois",Saline, Illinois,B27002_044,886,Female,35 to 44 years,Yes
"Saline County, Illinois",Saline, Illinois,B27002_045,471,Female,35 to 44 years,No
"Saline County, Illinois",Saline, Illinois,B27002_047,1091,Female,45 to 54 years,Yes
"Saline County, Illinois",Saline, Illinois,B27002_048,579,Female,45 to 54 years,No
"Saline County, Illinois",Saline, Illinois,B27002_050,1033,Female,55 to 64 years,Yes
"Saline County, Illinois",Saline, Illinois,B27002_051,694,Female,55 to 64 years,No
"Saline County, Illinois",Saline, Illinois,B27002_053,895,Female,65 to 74 years,Yes
"Saline County, Illinois",Saline, Illinois,B27002_054,509,Female,65 to 74 years,No
"Saline County, Illinois",Saline, Illinois,B27002_056,808,Female,75 years and over,Yes
"Saline County, Illinois",Saline, Illinois,B27002_057,279,Female,75 years and over,No
"Sangamon County, Illinois",Sangamon, Illinois,B27002_004,4174,Male,Under 6 years,Yes
"Sangamon County, Illinois",Sangamon, Illinois,B27002_005,2950,Male,Under 6 years,No
"Sangamon County, Illinois",Sangamon, Illinois,B27002_007,10747,Male,6 to 18 years,Yes
"Sangamon County, Illinois",Sangamon, Illinois,B27002_008,6111,Male,6 to 18 years,No
"Sangamon County, Illinois",Sangamon, Illinois,B27002_010,6031,Male,19 to 25 years,Yes
"Sangamon County, Illinois",Sangamon, Illinois,B27002_011,2146,Male,19 to 25 years,No
"Sangamon County, Illinois",Sangamon, Illinois,B27002_013,7609,Male,26 to 34 years,Yes
"Sangamon County, Illinois",Sangamon, Illinois,B27002_014,2851,Male,26 to 34 years,No
"Sangamon County, Illinois",Sangamon, Illinois,B27002_016,8899,Male,35 to 44 years,Yes
"Sangamon County, Illinois",Sangamon, Illinois,B27002_017,2774,Male,35 to 44 years,No
"Sangamon County, Illinois",Sangamon, Illinois,B27002_019,10111,Male,45 to 54 years,Yes
"Sangamon County, Illinois",Sangamon, Illinois,B27002_020,2681,Male,45 to 54 years,No
"Sangamon County, Illinois",Sangamon, Illinois,B27002_022,10612,Male,55 to 64 years,Yes
"Sangamon County, Illinois",Sangamon, Illinois,B27002_023,2428,Male,55 to 64 years,No
"Sangamon County, Illinois",Sangamon, Illinois,B27002_025,6524,Male,65 to 74 years,Yes
"Sangamon County, Illinois",Sangamon, Illinois,B27002_026,2061,Male,65 to 74 years,No
"Sangamon County, Illinois",Sangamon, Illinois,B27002_028,4108,Male,75 years and over,Yes
"Sangamon County, Illinois",Sangamon, Illinois,B27002_029,946,Male,75 years and over,No
"Sangamon County, Illinois",Sangamon, Illinois,B27002_032,3949,Female,Under 6 years,Yes
"Sangamon County, Illinois",Sangamon, Illinois,B27002_033,3100,Female,Under 6 years,No
"Sangamon County, Illinois",Sangamon, Illinois,B27002_035,10376,Female,6 to 18 years,Yes
"Sangamon County, Illinois",Sangamon, Illinois,B27002_036,5720,Female,6 to 18 years,No
"Sangamon County, Illinois",Sangamon, Illinois,B27002_038,5766,Female,19 to 25 years,Yes
"Sangamon County, Illinois",Sangamon, Illinois,B27002_039,2469,Female,19 to 25 years,No
"Sangamon County, Illinois",Sangamon, Illinois,B27002_041,8119,Female,26 to 34 years,Yes
"Sangamon County, Illinois",Sangamon, Illinois,B27002_042,3531,Female,26 to 34 years,No
"Sangamon County, Illinois",Sangamon, Illinois,B27002_044,9197,Female,35 to 44 years,Yes
"Sangamon County, Illinois",Sangamon, Illinois,B27002_045,3171,Female,35 to 44 years,No
"Sangamon County, Illinois",Sangamon, Illinois,B27002_047,11079,Female,45 to 54 years,Yes
"Sangamon County, Illinois",Sangamon, Illinois,B27002_048,2509,Female,45 to 54 years,No
"Sangamon County, Illinois",Sangamon, Illinois,B27002_050,12307,Female,55 to 64 years,Yes
"Sangamon County, Illinois",Sangamon, Illinois,B27002_051,2264,Female,55 to 64 years,No
"Sangamon County, Illinois",Sangamon, Illinois,B27002_053,7881,Female,65 to 74 years,Yes
"Sangamon County, Illinois",Sangamon, Illinois,B27002_054,2410,Female,65 to 74 years,No
"Sangamon County, Illinois",Sangamon, Illinois,B27002_056,6163,Female,75 years and over,Yes
"Sangamon County, Illinois",Sangamon, Illinois,B27002_057,1826,Female,75 years and over,No
"Schuyler County, Illinois",Schuyler, Illinois,B27002_004,96,Male,Under 6 years,Yes
"Schuyler County, Illinois",Schuyler, Illinois,B27002_005,78,Male,Under 6 years,No
"Schuyler County, Illinois",Schuyler, Illinois,B27002_007,336,Male,6 to 18 years,Yes
"Schuyler County, Illinois",Schuyler, Illinois,B27002_008,186,Male,6 to 18 years,No
"Schuyler County, Illinois",Schuyler, Illinois,B27002_010,165,Male,19 to 25 years,Yes
"Schuyler County, Illinois",Schuyler, Illinois,B27002_011,95,Male,19 to 25 years,No
"Schuyler County, Illinois",Schuyler, Illinois,B27002_013,211,Male,26 to 34 years,Yes
"Schuyler County, Illinois",Schuyler, Illinois,B27002_014,142,Male,26 to 34 years,No
"Schuyler County, Illinois",Schuyler, Illinois,B27002_016,281,Male,35 to 44 years,Yes
"Schuyler County, Illinois",Schuyler, Illinois,B27002_017,228,Male,35 to 44 years,No
"Schuyler County, Illinois",Schuyler, Illinois,B27002_019,183,Male,45 to 54 years,Yes
"Schuyler County, Illinois",Schuyler, Illinois,B27002_020,402,Male,45 to 54 years,No
"Schuyler County, Illinois",Schuyler, Illinois,B27002_022,334,Male,55 to 64 years,Yes
"Schuyler County, Illinois",Schuyler, Illinois,B27002_023,226,Male,55 to 64 years,No
"Schuyler County, Illinois",Schuyler, Illinois,B27002_025,161,Male,65 to 74 years,Yes
"Schuyler County, Illinois",Schuyler, Illinois,B27002_026,258,Male,65 to 74 years,No
"Schuyler County, Illinois",Schuyler, Illinois,B27002_028,173,Male,75 years and over,Yes
"Schuyler County, Illinois",Schuyler, Illinois,B27002_029,105,Male,75 years and over,No
"Schuyler County, Illinois",Schuyler, Illinois,B27002_032,153,Female,Under 6 years,Yes
"Schuyler County, Illinois",Schuyler, Illinois,B27002_033,46,Female,Under 6 years,No
"Schuyler County, Illinois",Schuyler, Illinois,B27002_035,371,Female,6 to 18 years,Yes
"Schuyler County, Illinois",Schuyler, Illinois,B27002_036,171,Female,6 to 18 years,No
"Schuyler County, Illinois",Schuyler, Illinois,B27002_038,98,Female,19 to 25 years,Yes
"Schuyler County, Illinois",Schuyler, Illinois,B27002_039,90,Female,19 to 25 years,No
"Schuyler County, Illinois",Schuyler, Illinois,B27002_041,219,Female,26 to 34 years,Yes
"Schuyler County, Illinois",Schuyler, Illinois,B27002_042,95,Female,26 to 34 years,No
"Schuyler County, Illinois",Schuyler, Illinois,B27002_044,301,Female,35 to 44 years,Yes
"Schuyler County, Illinois",Schuyler, Illinois,B27002_045,66,Female,35 to 44 years,No
"Schuyler County, Illinois",Schuyler, Illinois,B27002_047,340,Female,45 to 54 years,Yes
"Schuyler County, Illinois",Schuyler, Illinois,B27002_048,116,Female,45 to 54 years,No
"Schuyler County, Illinois",Schuyler, Illinois,B27002_050,416,Female,55 to 64 years,Yes
"Schuyler County, Illinois",Schuyler, Illinois,B27002_051,82,Female,55 to 64 years,No
"Schuyler County, Illinois",Schuyler, Illinois,B27002_053,211,Female,65 to 74 years,Yes
"Schuyler County, Illinois",Schuyler, Illinois,B27002_054,174,Female,65 to 74 years,No
"Schuyler County, Illinois",Schuyler, Illinois,B27002_056,295,Female,75 years and over,Yes
"Schuyler County, Illinois",Schuyler, Illinois,B27002_057,82,Female,75 years and over,No
"Scott County, Illinois",Scott, Illinois,B27002_004,64,Male,Under 6 years,Yes
"Scott County, Illinois",Scott, Illinois,B27002_005,86,Male,Under 6 years,No
"Scott County, Illinois",Scott, Illinois,B27002_007,314,Male,6 to 18 years,Yes
"Scott County, Illinois",Scott, Illinois,B27002_008,136,Male,6 to 18 years,No
"Scott County, Illinois",Scott, Illinois,B27002_010,163,Male,19 to 25 years,Yes
"Scott County, Illinois",Scott, Illinois,B27002_011,37,Male,19 to 25 years,No
"Scott County, Illinois",Scott, Illinois,B27002_013,104,Male,26 to 34 years,Yes
"Scott County, Illinois",Scott, Illinois,B27002_014,76,Male,26 to 34 years,No
"Scott County, Illinois",Scott, Illinois,B27002_016,208,Male,35 to 44 years,Yes
"Scott County, Illinois",Scott, Illinois,B27002_017,94,Male,35 to 44 years,No
"Scott County, Illinois",Scott, Illinois,B27002_019,278,Male,45 to 54 years,Yes
"Scott County, Illinois",Scott, Illinois,B27002_020,73,Male,45 to 54 years,No
"Scott County, Illinois",Scott, Illinois,B27002_022,288,Male,55 to 64 years,Yes
"Scott County, Illinois",Scott, Illinois,B27002_023,107,Male,55 to 64 years,No
"Scott County, Illinois",Scott, Illinois,B27002_025,134,Male,65 to 74 years,Yes
"Scott County, Illinois",Scott, Illinois,B27002_026,89,Male,65 to 74 years,No
"Scott County, Illinois",Scott, Illinois,B27002_028,142,Male,75 years and over,Yes
"Scott County, Illinois",Scott, Illinois,B27002_029,51,Male,75 years and over,No
"Scott County, Illinois",Scott, Illinois,B27002_032,98,Female,Under 6 years,Yes
"Scott County, Illinois",Scott, Illinois,B27002_033,72,Female,Under 6 years,No
"Scott County, Illinois",Scott, Illinois,B27002_035,232,Female,6 to 18 years,Yes
"Scott County, Illinois",Scott, Illinois,B27002_036,199,Female,6 to 18 years,No
"Scott County, Illinois",Scott, Illinois,B27002_038,121,Female,19 to 25 years,Yes
"Scott County, Illinois",Scott, Illinois,B27002_039,41,Female,19 to 25 years,No
"Scott County, Illinois",Scott, Illinois,B27002_041,147,Female,26 to 34 years,Yes
"Scott County, Illinois",Scott, Illinois,B27002_042,94,Female,26 to 34 years,No
"Scott County, Illinois",Scott, Illinois,B27002_044,234,Female,35 to 44 years,Yes
"Scott County, Illinois",Scott, Illinois,B27002_045,60,Female,35 to 44 years,No
"Scott County, Illinois",Scott, Illinois,B27002_047,321,Female,45 to 54 years,Yes
"Scott County, Illinois",Scott, Illinois,B27002_048,51,Female,45 to 54 years,No
"Scott County, Illinois",Scott, Illinois,B27002_050,272,Female,55 to 64 years,Yes
"Scott County, Illinois",Scott, Illinois,B27002_051,97,Female,55 to 64 years,No
"Scott County, Illinois",Scott, Illinois,B27002_053,205,Female,65 to 74 years,Yes
"Scott County, Illinois",Scott, Illinois,B27002_054,64,Female,65 to 74 years,No
"Scott County, Illinois",Scott, Illinois,B27002_056,164,Female,75 years and over,Yes
"Scott County, Illinois",Scott, Illinois,B27002_057,79,Female,75 years and over,No
"Shelby County, Illinois",Shelby, Illinois,B27002_004,486,Male,Under 6 years,Yes
"Shelby County, Illinois",Shelby, Illinois,B27002_005,231,Male,Under 6 years,No
"Shelby County, Illinois",Shelby, Illinois,B27002_007,1156,Male,6 to 18 years,Yes
"Shelby County, Illinois",Shelby, Illinois,B27002_008,632,Male,6 to 18 years,No
"Shelby County, Illinois",Shelby, Illinois,B27002_010,583,Male,19 to 25 years,Yes
"Shelby County, Illinois",Shelby, Illinois,B27002_011,182,Male,19 to 25 years,No
"Shelby County, Illinois",Shelby, Illinois,B27002_013,816,Male,26 to 34 years,Yes
"Shelby County, Illinois",Shelby, Illinois,B27002_014,287,Male,26 to 34 years,No
"Shelby County, Illinois",Shelby, Illinois,B27002_016,983,Male,35 to 44 years,Yes
"Shelby County, Illinois",Shelby, Illinois,B27002_017,249,Male,35 to 44 years,No
"Shelby County, Illinois",Shelby, Illinois,B27002_019,1191,Male,45 to 54 years,Yes
"Shelby County, Illinois",Shelby, Illinois,B27002_020,246,Male,45 to 54 years,No
"Shelby County, Illinois",Shelby, Illinois,B27002_022,1293,Male,55 to 64 years,Yes
"Shelby County, Illinois",Shelby, Illinois,B27002_023,294,Male,55 to 64 years,No
"Shelby County, Illinois",Shelby, Illinois,B27002_025,803,Male,65 to 74 years,Yes
"Shelby County, Illinois",Shelby, Illinois,B27002_026,424,Male,65 to 74 years,No
"Shelby County, Illinois",Shelby, Illinois,B27002_028,676,Male,75 years and over,Yes
"Shelby County, Illinois",Shelby, Illinois,B27002_029,196,Male,75 years and over,No
"Shelby County, Illinois",Shelby, Illinois,B27002_032,387,Female,Under 6 years,Yes
"Shelby County, Illinois",Shelby, Illinois,B27002_033,304,Female,Under 6 years,No
"Shelby County, Illinois",Shelby, Illinois,B27002_035,1234,Female,6 to 18 years,Yes
"Shelby County, Illinois",Shelby, Illinois,B27002_036,449,Female,6 to 18 years,No
"Shelby County, Illinois",Shelby, Illinois,B27002_038,470,Female,19 to 25 years,Yes
"Shelby County, Illinois",Shelby, Illinois,B27002_039,328,Female,19 to 25 years,No
"Shelby County, Illinois",Shelby, Illinois,B27002_041,717,Female,26 to 34 years,Yes
"Shelby County, Illinois",Shelby, Illinois,B27002_042,298,Female,26 to 34 years,No
"Shelby County, Illinois",Shelby, Illinois,B27002_044,897,Female,35 to 44 years,Yes
"Shelby County, Illinois",Shelby, Illinois,B27002_045,264,Female,35 to 44 years,No
"Shelby County, Illinois",Shelby, Illinois,B27002_047,1241,Female,45 to 54 years,Yes
"Shelby County, Illinois",Shelby, Illinois,B27002_048,257,Female,45 to 54 years,No
"Shelby County, Illinois",Shelby, Illinois,B27002_050,1301,Female,55 to 64 years,Yes
"Shelby County, Illinois",Shelby, Illinois,B27002_051,342,Female,55 to 64 years,No
"Shelby County, Illinois",Shelby, Illinois,B27002_053,1000,Female,65 to 74 years,Yes
"Shelby County, Illinois",Shelby, Illinois,B27002_054,322,Female,65 to 74 years,No
"Shelby County, Illinois",Shelby, Illinois,B27002_056,871,Female,75 years and over,Yes
"Shelby County, Illinois",Shelby, Illinois,B27002_057,237,Female,75 years and over,No
"Stark County, Illinois",Stark, Illinois,B27002_004,84,Male,Under 6 years,Yes
"Stark County, Illinois",Stark, Illinois,B27002_005,91,Male,Under 6 years,No
"Stark County, Illinois",Stark, Illinois,B27002_007,303,Male,6 to 18 years,Yes
"Stark County, Illinois",Stark, Illinois,B27002_008,129,Male,6 to 18 years,No
"Stark County, Illinois",Stark, Illinois,B27002_010,135,Male,19 to 25 years,Yes
"Stark County, Illinois",Stark, Illinois,B27002_011,55,Male,19 to 25 years,No
"Stark County, Illinois",Stark, Illinois,B27002_013,176,Male,26 to 34 years,Yes
"Stark County, Illinois",Stark, Illinois,B27002_014,83,Male,26 to 34 years,No
"Stark County, Illinois",Stark, Illinois,B27002_016,224,Male,35 to 44 years,Yes
"Stark County, Illinois",Stark, Illinois,B27002_017,93,Male,35 to 44 years,No
"Stark County, Illinois",Stark, Illinois,B27002_019,297,Male,45 to 54 years,Yes
"Stark County, Illinois",Stark, Illinois,B27002_020,70,Male,45 to 54 years,No
"Stark County, Illinois",Stark, Illinois,B27002_022,362,Male,55 to 64 years,Yes
"Stark County, Illinois",Stark, Illinois,B27002_023,66,Male,55 to 64 years,No
"Stark County, Illinois",Stark, Illinois,B27002_025,224,Male,65 to 74 years,Yes
"Stark County, Illinois",Stark, Illinois,B27002_026,75,Male,65 to 74 years,No
"Stark County, Illinois",Stark, Illinois,B27002_028,158,Male,75 years and over,Yes
"Stark County, Illinois",Stark, Illinois,B27002_029,55,Male,75 years and over,No
"Stark County, Illinois",Stark, Illinois,B27002_032,130,Female,Under 6 years,Yes
"Stark County, Illinois",Stark, Illinois,B27002_033,61,Female,Under 6 years,No
"Stark County, Illinois",Stark, Illinois,B27002_035,297,Female,6 to 18 years,Yes
"Stark County, Illinois",Stark, Illinois,B27002_036,165,Female,6 to 18 years,No
"Stark County, Illinois",Stark, Illinois,B27002_038,132,Female,19 to 25 years,Yes
"Stark County, Illinois",Stark, Illinois,B27002_039,55,Female,19 to 25 years,No
"Stark County, Illinois",Stark, Illinois,B27002_041,139,Female,26 to 34 years,Yes
"Stark County, Illinois",Stark, Illinois,B27002_042,85,Female,26 to 34 years,No
"Stark County, Illinois",Stark, Illinois,B27002_044,230,Female,35 to 44 years,Yes
"Stark County, Illinois",Stark, Illinois,B27002_045,68,Female,35 to 44 years,No
"Stark County, Illinois",Stark, Illinois,B27002_047,295,Female,45 to 54 years,Yes
"Stark County, Illinois",Stark, Illinois,B27002_048,61,Female,45 to 54 years,No
"Stark County, Illinois",Stark, Illinois,B27002_050,308,Female,55 to 64 years,Yes
"Stark County, Illinois",Stark, Illinois,B27002_051,101,Female,55 to 64 years,No
"Stark County, Illinois",Stark, Illinois,B27002_053,226,Female,65 to 74 years,Yes
"Stark County, Illinois",Stark, Illinois,B27002_054,79,Female,65 to 74 years,No
"Stark County, Illinois",Stark, Illinois,B27002_056,197,Female,75 years and over,Yes
"Stark County, Illinois",Stark, Illinois,B27002_057,89,Female,75 years and over,No
"Stephenson County, Illinois",Stephenson, Illinois,B27002_004,594,Male,Under 6 years,Yes
"Stephenson County, Illinois",Stephenson, Illinois,B27002_005,965,Male,Under 6 years,No
"Stephenson County, Illinois",Stephenson, Illinois,B27002_007,1933,Male,6 to 18 years,Yes
"Stephenson County, Illinois",Stephenson, Illinois,B27002_008,1630,Male,6 to 18 years,No
"Stephenson County, Illinois",Stephenson, Illinois,B27002_010,1194,Male,19 to 25 years,Yes
"Stephenson County, Illinois",Stephenson, Illinois,B27002_011,584,Male,19 to 25 years,No
"Stephenson County, Illinois",Stephenson, Illinois,B27002_013,1130,Male,26 to 34 years,Yes
"Stephenson County, Illinois",Stephenson, Illinois,B27002_014,949,Male,26 to 34 years,No
"Stephenson County, Illinois",Stephenson, Illinois,B27002_016,1535,Male,35 to 44 years,Yes
"Stephenson County, Illinois",Stephenson, Illinois,B27002_017,639,Male,35 to 44 years,No
"Stephenson County, Illinois",Stephenson, Illinois,B27002_019,2309,Male,45 to 54 years,Yes
"Stephenson County, Illinois",Stephenson, Illinois,B27002_020,708,Male,45 to 54 years,No
"Stephenson County, Illinois",Stephenson, Illinois,B27002_022,2853,Male,55 to 64 years,Yes
"Stephenson County, Illinois",Stephenson, Illinois,B27002_023,534,Male,55 to 64 years,No
"Stephenson County, Illinois",Stephenson, Illinois,B27002_025,1445,Male,65 to 74 years,Yes
"Stephenson County, Illinois",Stephenson, Illinois,B27002_026,942,Male,65 to 74 years,No
"Stephenson County, Illinois",Stephenson, Illinois,B27002_028,1286,Male,75 years and over,Yes
"Stephenson County, Illinois",Stephenson, Illinois,B27002_029,434,Male,75 years and over,No
"Stephenson County, Illinois",Stephenson, Illinois,B27002_032,625,Female,Under 6 years,Yes
"Stephenson County, Illinois",Stephenson, Illinois,B27002_033,1040,Female,Under 6 years,No
"Stephenson County, Illinois",Stephenson, Illinois,B27002_035,1622,Female,6 to 18 years,Yes
"Stephenson County, Illinois",Stephenson, Illinois,B27002_036,1785,Female,6 to 18 years,No
"Stephenson County, Illinois",Stephenson, Illinois,B27002_038,987,Female,19 to 25 years,Yes
"Stephenson County, Illinois",Stephenson, Illinois,B27002_039,849,Female,19 to 25 years,No
"Stephenson County, Illinois",Stephenson, Illinois,B27002_041,952,Female,26 to 34 years,Yes
"Stephenson County, Illinois",Stephenson, Illinois,B27002_042,935,Female,26 to 34 years,No
"Stephenson County, Illinois",Stephenson, Illinois,B27002_044,1756,Female,35 to 44 years,Yes
"Stephenson County, Illinois",Stephenson, Illinois,B27002_045,805,Female,35 to 44 years,No
"Stephenson County, Illinois",Stephenson, Illinois,B27002_047,2385,Female,45 to 54 years,Yes
"Stephenson County, Illinois",Stephenson, Illinois,B27002_048,633,Female,45 to 54 years,No
"Stephenson County, Illinois",Stephenson, Illinois,B27002_050,2902,Female,55 to 64 years,Yes
"Stephenson County, Illinois",Stephenson, Illinois,B27002_051,648,Female,55 to 64 years,No
"Stephenson County, Illinois",Stephenson, Illinois,B27002_053,1677,Female,65 to 74 years,Yes
"Stephenson County, Illinois",Stephenson, Illinois,B27002_054,1044,Female,65 to 74 years,No
"Stephenson County, Illinois",Stephenson, Illinois,B27002_056,1508,Female,75 years and over,Yes
"Stephenson County, Illinois",Stephenson, Illinois,B27002_057,875,Female,75 years and over,No
"Tazewell County, Illinois",Tazewell, Illinois,B27002_004,2875,Male,Under 6 years,Yes
"Tazewell County, Illinois",Tazewell, Illinois,B27002_005,2128,Male,Under 6 years,No
"Tazewell County, Illinois",Tazewell, Illinois,B27002_007,8265,Male,6 to 18 years,Yes
"Tazewell County, Illinois",Tazewell, Illinois,B27002_008,3127,Male,6 to 18 years,No
"Tazewell County, Illinois",Tazewell, Illinois,B27002_010,3912,Male,19 to 25 years,Yes
"Tazewell County, Illinois",Tazewell, Illinois,B27002_011,1012,Male,19 to 25 years,No
"Tazewell County, Illinois",Tazewell, Illinois,B27002_013,5488,Male,26 to 34 years,Yes
"Tazewell County, Illinois",Tazewell, Illinois,B27002_014,1646,Male,26 to 34 years,No
"Tazewell County, Illinois",Tazewell, Illinois,B27002_016,7011,Male,35 to 44 years,Yes
"Tazewell County, Illinois",Tazewell, Illinois,B27002_017,1314,Male,35 to 44 years,No
"Tazewell County, Illinois",Tazewell, Illinois,B27002_019,7040,Male,45 to 54 years,Yes
"Tazewell County, Illinois",Tazewell, Illinois,B27002_020,1473,Male,45 to 54 years,No
"Tazewell County, Illinois",Tazewell, Illinois,B27002_022,7462,Male,55 to 64 years,Yes
"Tazewell County, Illinois",Tazewell, Illinois,B27002_023,1294,Male,55 to 64 years,No
"Tazewell County, Illinois",Tazewell, Illinois,B27002_025,4492,Male,65 to 74 years,Yes
"Tazewell County, Illinois",Tazewell, Illinois,B27002_026,1547,Male,65 to 74 years,No
"Tazewell County, Illinois",Tazewell, Illinois,B27002_028,3188,Male,75 years and over,Yes
"Tazewell County, Illinois",Tazewell, Illinois,B27002_029,942,Male,75 years and over,No
