GEOID,NAME,variable,estimate,moe,Sex,Age,HI_coverage
60654,ZCTA5 60654,B27001_013,3491,629,Male,26 to 34 years,Yes
60659,ZCTA5 60659,B27001_013,2208,357,Male,26 to 34 years,Yes
60603,ZCTA5 60603,B27001_013,150,76,Male,26 to 34 years,Yes
60642,ZCTA5 60642,B27001_013,3966,471,Male,26 to 34 years,Yes
60656,ZCTA5 60656,B27001_013,1657,254,Male,26 to 34 years,Yes
60611,ZCTA5 60611,B27001_013,4198,629,Male,26 to 34 years,Yes
60616,ZCTA5 60616,B27001_013,4574,623,Male,26 to 34 years,Yes
60651,ZCTA5 60651,B27001_013,2659,448,Male,26 to 34 years,Yes
60604,ZCTA5 60604,B27001_013,98,107,Male,26 to 34 years,Yes
60612,ZCTA5 60612,B27001_013,2641,250,Male,26 to 34 years,Yes
60613,ZCTA5 60613,B27001_013,6398,566,Male,26 to 34 years,Yes
60617,ZCTA5 60617,B27001_013,2881,429,Male,26 to 34 years,Yes
60618,ZCTA5 60618,B27001_013,7911,542,Male,26 to 34 years,Yes
60624,ZCTA5 60624,B27001_013,1290,275,Male,26 to 34 years,Yes
60626,ZCTA5 60626,B27001_013,3676,449,Male,26 to 34 years,Yes
60630,ZCTA5 60630,B27001_013,3083,378,Male,26 to 34 years,Yes
60632,ZCTA5 60632,B27001_013,3970,391,Male,26 to 34 years,Yes
60645,ZCTA5 60645,B27001_013,2433,354,Male,26 to 34 years,Yes
60653,ZCTA5 60653,B27001_013,1327,263,Male,26 to 34 years,Yes
60628,ZCTA5 60628,B27001_014,808,242,Male,26 to 34 years,No
60641,ZCTA5 60641,B27001_014,1216,224,Male,26 to 34 years,No
60607,ZCTA5 60607,B27001_014,96,67,Male,26 to 34 years,No
60609,ZCTA5 60609,B27001_014,1734,336,Male,26 to 34 years,No
60625,ZCTA5 60625,B27001_014,1796,352,Male,26 to 34 years,No
60646,ZCTA5 60646,B27001_014,241,134,Male,26 to 34 years,No
60652,ZCTA5 60652,B27001_014,406,155,Male,26 to 34 years,No
60614,ZCTA5 60614,B27001_014,367,155,Male,26 to 34 years,No
60615,ZCTA5 60615,B27001_014,432,175,Male,26 to 34 years,No
60619,ZCTA5 60619,B27001_014,1116,331,Male,26 to 34 years,No
60621,ZCTA5 60621,B27001_014,601,210,Male,26 to 34 years,No
60636,ZCTA5 60636,B27001_014,598,174,Male,26 to 34 years,No
60639,ZCTA5 60639,B27001_014,1975,324,Male,26 to 34 years,No
60643,ZCTA5 60643,B27001_014,336,146,Male,26 to 34 years,No
60647,ZCTA5 60647,B27001_014,1357,257,Male,26 to 34 years,No
60631,ZCTA5 60631,B27001_014,83,64,Male,26 to 34 years,No
60601,ZCTA5 60601,B27001_014,118,70,Male,26 to 34 years,No
60608,ZCTA5 60608,B27001_014,1608,275,Male,26 to 34 years,No
60620,ZCTA5 60620,B27001_014,945,248,Male,26 to 34 years,No
60634,ZCTA5 60634,B27001_014,1164,319,Male,26 to 34 years,No
60637,ZCTA5 60637,B27001_014,276,109,Male,26 to 34 years,No
60644,ZCTA5 60644,B27001_014,963,283,Male,26 to 34 years,No
60605,ZCTA5 60605,B27001_014,98,81,Male,26 to 34 years,No
60606,ZCTA5 60606,B27001_014,29,34,Male,26 to 34 years,No
60623,ZCTA5 60623,B27001_014,2685,379,Male,26 to 34 years,No
60629,ZCTA5 60629,B27001_014,2447,458,Male,26 to 34 years,No
60633,ZCTA5 60633,B27001_014,326,206,Male,26 to 34 years,No
60638,ZCTA5 60638,B27001_014,592,209,Male,26 to 34 years,No
60640,ZCTA5 60640,B27001_014,978,269,Male,26 to 34 years,No
60649,ZCTA5 60649,B27001_014,625,277,Male,26 to 34 years,No
60655,ZCTA5 60655,B27001_014,59,42,Male,26 to 34 years,No
60661,ZCTA5 60661,B27001_014,57,71,Male,26 to 34 years,No
60610,ZCTA5 60610,B27001_014,223,165,Male,26 to 34 years,No
60622,ZCTA5 60622,B27001_014,804,266,Male,26 to 34 years,No
60660,ZCTA5 60660,B27001_014,690,225,Male,26 to 34 years,No
60602,ZCTA5 60602,B27001_014,0,11,Male,26 to 34 years,No
60657,ZCTA5 60657,B27001_014,541,174,Male,26 to 34 years,No
60654,ZCTA5 60654,B27001_014,109,85,Male,26 to 34 years,No
60659,ZCTA5 60659,B27001_014,848,268,Male,26 to 34 years,No
60603,ZCTA5 60603,B27001_014,0,11,Male,26 to 34 years,No
60642,ZCTA5 60642,B27001_014,213,123,Male,26 to 34 years,No
60656,ZCTA5 60656,B27001_014,674,218,Male,26 to 34 years,No
60611,ZCTA5 60611,B27001_014,93,70,Male,26 to 34 years,No
60616,ZCTA5 60616,B27001_014,913,256,Male,26 to 34 years,No
60651,ZCTA5 60651,B27001_014,1387,330,Male,26 to 34 years,No
60604,ZCTA5 60604,B27001_014,0,11,Male,26 to 34 years,No
60612,ZCTA5 60612,B27001_014,375,117,Male,26 to 34 years,No
60613,ZCTA5 60613,B27001_014,618,247,Male,26 to 34 years,No
60617,ZCTA5 60617,B27001_014,1119,253,Male,26 to 34 years,No
60618,ZCTA5 60618,B27001_014,2075,352,Male,26 to 34 years,No
60624,ZCTA5 60624,B27001_014,592,196,Male,26 to 34 years,No
60626,ZCTA5 60626,B27001_014,877,258,Male,26 to 34 years,No
60630,ZCTA5 60630,B27001_014,755,252,Male,26 to 34 years,No
60632,ZCTA5 60632,B27001_014,2813,430,Male,26 to 34 years,No
60645,ZCTA5 60645,B27001_014,1038,323,Male,26 to 34 years,No
60653,ZCTA5 60653,B27001_014,234,97,Male,26 to 34 years,No
60628,ZCTA5 60628,B27001_016,2908,395,Male,35 to 44 years,Yes
60641,ZCTA5 60641,B27001_016,3963,351,Male,35 to 44 years,Yes
60607,ZCTA5 60607,B27001_016,2545,341,Male,35 to 44 years,Yes
60609,ZCTA5 60609,B27001_016,2996,341,Male,35 to 44 years,Yes
60625,ZCTA5 60625,B27001_016,5441,419,Male,35 to 44 years,Yes
60646,ZCTA5 60646,B27001_016,1554,222,Male,35 to 44 years,Yes
60652,ZCTA5 60652,B27001_016,2345,355,Male,35 to 44 years,Yes
60614,ZCTA5 60614,B27001_016,4253,402,Male,35 to 44 years,Yes
60615,ZCTA5 60615,B27001_016,2065,279,Male,35 to 44 years,Yes
60619,ZCTA5 60619,B27001_016,2659,393,Male,35 to 44 years,Yes
60621,ZCTA5 60621,B27001_016,867,191,Male,35 to 44 years,Yes
60636,ZCTA5 60636,B27001_016,1301,227,Male,35 to 44 years,Yes
60639,ZCTA5 60639,B27001_016,4477,451,Male,35 to 44 years,Yes
60643,ZCTA5 60643,B27001_016,2531,304,Male,35 to 44 years,Yes
60647,ZCTA5 60647,B27001_016,6464,443,Male,35 to 44 years,Yes
60631,ZCTA5 60631,B27001_016,2027,302,Male,35 to 44 years,Yes
60601,ZCTA5 60601,B27001_016,1015,319,Male,35 to 44 years,Yes
60608,ZCTA5 60608,B27001_016,3984,452,Male,35 to 44 years,Yes
60620,ZCTA5 60620,B27001_016,2744,379,Male,35 to 44 years,Yes
60634,ZCTA5 60634,B27001_016,4129,371,Male,35 to 44 years,Yes
60637,ZCTA5 60637,B27001_016,1625,244,Male,35 to 44 years,Yes
60644,ZCTA5 60644,B27001_016,1951,384,Male,35 to 44 years,Yes
60605,ZCTA5 60605,B27001_016,2013,438,Male,35 to 44 years,Yes
60606,ZCTA5 60606,B27001_016,192,85,Male,35 to 44 years,Yes
60623,ZCTA5 60623,B27001_016,2831,344,Male,35 to 44 years,Yes
60629,ZCTA5 60629,B27001_016,5874,554,Male,35 to 44 years,Yes
60633,ZCTA5 60633,B27001_016,744,217,Male,35 to 44 years,Yes
60638,ZCTA5 60638,B27001_016,3707,296,Male,35 to 44 years,Yes
60640,ZCTA5 60640,B27001_016,5518,490,Male,35 to 44 years,Yes
60649,ZCTA5 60649,B27001_016,2258,302,Male,35 to 44 years,Yes
60655,ZCTA5 60655,B27001_016,1911,174,Male,35 to 44 years,Yes
60661,ZCTA5 60661,B27001_016,1154,236,Male,35 to 44 years,Yes
60610,ZCTA5 60610,B27001_016,2062,303,Male,35 to 44 years,Yes
60622,ZCTA5 60622,B27001_016,4532,405,Male,35 to 44 years,Yes
60660,ZCTA5 60660,B27001_016,3219,357,Male,35 to 44 years,Yes
60602,ZCTA5 60602,B27001_016,198,122,Male,35 to 44 years,Yes
60657,ZCTA5 60657,B27001_016,5264,421,Male,35 to 44 years,Yes
60654,ZCTA5 60654,B27001_016,1779,316,Male,35 to 44 years,Yes
60659,ZCTA5 60659,B27001_016,2334,341,Male,35 to 44 years,Yes
60603,ZCTA5 60603,B27001_016,25,19,Male,35 to 44 years,Yes
60642,ZCTA5 60642,B27001_016,1422,236,Male,35 to 44 years,Yes
60656,ZCTA5 60656,B27001_016,1926,288,Male,35 to 44 years,Yes
60611,ZCTA5 60611,B27001_016,1829,333,Male,35 to 44 years,Yes
60616,ZCTA5 60616,B27001_016,2618,348,Male,35 to 44 years,Yes
60651,ZCTA5 60651,B27001_016,2661,394,Male,35 to 44 years,Yes
60604,ZCTA5 60604,B27001_016,15,12,Male,35 to 44 years,Yes
60612,ZCTA5 60612,B27001_016,2037,266,Male,35 to 44 years,Yes
60613,ZCTA5 60613,B27001_016,4061,409,Male,35 to 44 years,Yes
60617,ZCTA5 60617,B27001_016,3722,436,Male,35 to 44 years,Yes
60618,ZCTA5 60618,B27001_016,6870,389,Male,35 to 44 years,Yes
60624,ZCTA5 60624,B27001_016,1327,258,Male,35 to 44 years,Yes
60626,ZCTA5 60626,B27001_016,3179,446,Male,35 to 44 years,Yes
60630,ZCTA5 60630,B27001_016,3443,295,Male,35 to 44 years,Yes
60632,ZCTA5 60632,B27001_016,4225,389,Male,35 to 44 years,Yes
60645,ZCTA5 60645,B27001_016,2649,445,Male,35 to 44 years,Yes
60653,ZCTA5 60653,B27001_016,1772,270,Male,35 to 44 years,Yes
60628,ZCTA5 60628,B27001_017,581,172,Male,35 to 44 years,No
60641,ZCTA5 60641,B27001_017,1353,277,Male,35 to 44 years,No
60607,ZCTA5 60607,B27001_017,54,41,Male,35 to 44 years,No
60609,ZCTA5 60609,B27001_017,1105,211,Male,35 to 44 years,No
60625,ZCTA5 60625,B27001_017,1455,314,Male,35 to 44 years,No
60646,ZCTA5 60646,B27001_017,85,57,Male,35 to 44 years,No
60652,ZCTA5 60652,B27001_017,423,159,Male,35 to 44 years,No
60614,ZCTA5 60614,B27001_017,68,49,Male,35 to 44 years,No
60615,ZCTA5 60615,B27001_017,365,145,Male,35 to 44 years,No
60619,ZCTA5 60619,B27001_017,551,176,Male,35 to 44 years,No
60621,ZCTA5 60621,B27001_017,274,98,Male,35 to 44 years,No
60636,ZCTA5 60636,B27001_017,330,102,Male,35 to 44 years,No
60639,ZCTA5 60639,B27001_017,2725,337,Male,35 to 44 years,No
60643,ZCTA5 60643,B27001_017,377,183,Male,35 to 44 years,No
60647,ZCTA5 60647,B27001_017,1098,212,Male,35 to 44 years,No
60631,ZCTA5 60631,B27001_017,37,40,Male,35 to 44 years,No
60601,ZCTA5 60601,B27001_017,45,74,Male,35 to 44 years,No
60608,ZCTA5 60608,B27001_017,1409,274,Male,35 to 44 years,No
60620,ZCTA5 60620,B27001_017,598,196,Male,35 to 44 years,No
60634,ZCTA5 60634,B27001_017,977,210,Male,35 to 44 years,No
60637,ZCTA5 60637,B27001_017,248,93,Male,35 to 44 years,No
60644,ZCTA5 60644,B27001_017,580,203,Male,35 to 44 years,No
60605,ZCTA5 60605,B27001_017,120,116,Male,35 to 44 years,No
60606,ZCTA5 60606,B27001_017,15,22,Male,35 to 44 years,No
60623,ZCTA5 60623,B27001_017,2616,381,Male,35 to 44 years,No
60629,ZCTA5 60629,B27001_017,2414,442,Male,35 to 44 years,No
60633,ZCTA5 60633,B27001_017,125,96,Male,35 to 44 years,No
60638,ZCTA5 60638,B27001_017,589,174,Male,35 to 44 years,No
60640,ZCTA5 60640,B27001_017,847,266,Male,35 to 44 years,No
60649,ZCTA5 60649,B27001_017,266,144,Male,35 to 44 years,No
60655,ZCTA5 60655,B27001_017,13,15,Male,35 to 44 years,No
60661,ZCTA5 60661,B27001_017,62,98,Male,35 to 44 years,No
60610,ZCTA5 60610,B27001_017,11,18,Male,35 to 44 years,No
60622,ZCTA5 60622,B27001_017,471,146,Male,35 to 44 years,No
60660,ZCTA5 60660,B27001_017,407,160,Male,35 to 44 years,No
60602,ZCTA5 60602,B27001_017,0,11,Male,35 to 44 years,No
60657,ZCTA5 60657,B27001_017,234,91,Male,35 to 44 years,No
60654,ZCTA5 60654,B27001_017,34,33,Male,35 to 44 years,No
60659,ZCTA5 60659,B27001_017,543,194,Male,35 to 44 years,No
60603,ZCTA5 60603,B27001_017,0,11,Male,35 to 44 years,No
60642,ZCTA5 60642,B27001_017,131,74,Male,35 to 44 years,No
60656,ZCTA5 60656,B27001_017,334,131,Male,35 to 44 years,No
60611,ZCTA5 60611,B27001_017,27,32,Male,35 to 44 years,No
60616,ZCTA5 60616,B27001_017,311,129,Male,35 to 44 years,No
60651,ZCTA5 60651,B27001_017,1134,297,Male,35 to 44 years,No
60604,ZCTA5 60604,B27001_017,0,11,Male,35 to 44 years,No
60612,ZCTA5 60612,B27001_017,215,82,Male,35 to 44 years,No
60613,ZCTA5 60613,B27001_017,457,210,Male,35 to 44 years,No
60617,ZCTA5 60617,B27001_017,852,229,Male,35 to 44 years,No
60618,ZCTA5 60618,B27001_017,1690,305,Male,35 to 44 years,No
60624,ZCTA5 60624,B27001_017,563,223,Male,35 to 44 years,No
60626,ZCTA5 60626,B27001_017,780,228,Male,35 to 44 years,No
60630,ZCTA5 60630,B27001_017,672,250,Male,35 to 44 years,No
60632,ZCTA5 60632,B27001_017,2480,413,Male,35 to 44 years,No
60645,ZCTA5 60645,B27001_017,715,277,Male,35 to 44 years,No
60653,ZCTA5 60653,B27001_017,141,71,Male,35 to 44 years,No
60628,ZCTA5 60628,B27001_019,3411,428,Male,45 to 54 years,Yes
60641,ZCTA5 60641,B27001_019,3775,317,Male,45 to 54 years,Yes
60607,ZCTA5 60607,B27001_019,1008,200,Male,45 to 54 years,Yes
60609,ZCTA5 60609,B27001_019,2701,293,Male,45 to 54 years,Yes
60625,ZCTA5 60625,B27001_019,3836,438,Male,45 to 54 years,Yes
60646,ZCTA5 60646,B27001_019,1910,288,Male,45 to 54 years,Yes
60652,ZCTA5 60652,B27001_019,2458,290,Male,45 to 54 years,Yes
60614,ZCTA5 60614,B27001_019,3349,369,Male,45 to 54 years,Yes
60615,ZCTA5 60615,B27001_019,1745,252,Male,45 to 54 years,Yes
60619,ZCTA5 60619,B27001_019,2756,361,Male,45 to 54 years,Yes
60621,ZCTA5 60621,B27001_019,1419,241,Male,45 to 54 years,Yes
60636,ZCTA5 60636,B27001_019,1503,205,Male,45 to 54 years,Yes
60639,ZCTA5 60639,B27001_019,4099,419,Male,45 to 54 years,Yes
60643,ZCTA5 60643,B27001_019,3242,390,Male,45 to 54 years,Yes
60647,ZCTA5 60647,B27001_019,3942,323,Male,45 to 54 years,Yes
60631,ZCTA5 60631,B27001_019,2128,285,Male,45 to 54 years,Yes
60601,ZCTA5 60601,B27001_019,1244,322,Male,45 to 54 years,Yes
60608,ZCTA5 60608,B27001_019,2991,374,Male,45 to 54 years,Yes
60620,ZCTA5 60620,B27001_019,3194,365,Male,45 to 54 years,Yes
60634,ZCTA5 60634,B27001_019,4485,421,Male,45 to 54 years,Yes
60637,ZCTA5 60637,B27001_019,1632,213,Male,45 to 54 years,Yes
60644,ZCTA5 60644,B27001_019,2002,331,Male,45 to 54 years,Yes
60605,ZCTA5 60605,B27001_019,1500,403,Male,45 to 54 years,Yes
60606,ZCTA5 60606,B27001_019,139,112,Male,45 to 54 years,Yes
60623,ZCTA5 60623,B27001_019,2796,355,Male,45 to 54 years,Yes
60629,ZCTA5 60629,B27001_019,4561,396,Male,45 to 54 years,Yes
60633,ZCTA5 60633,B27001_019,714,231,Male,45 to 54 years,Yes
60638,ZCTA5 60638,B27001_019,3480,350,Male,45 to 54 years,Yes
60640,ZCTA5 60640,B27001_019,4858,491,Male,45 to 54 years,Yes
60649,ZCTA5 60649,B27001_019,2075,372,Male,45 to 54 years,Yes
60655,ZCTA5 60655,B27001_019,1821,199,Male,45 to 54 years,Yes
60661,ZCTA5 60661,B27001_019,398,124,Male,45 to 54 years,Yes
60610,ZCTA5 60610,B27001_019,1606,311,Male,45 to 54 years,Yes
60622,ZCTA5 60622,B27001_019,2200,311,Male,45 to 54 years,Yes
60660,ZCTA5 60660,B27001_019,2755,303,Male,45 to 54 years,Yes
60602,ZCTA5 60602,B27001_019,47,72,Male,45 to 54 years,Yes
60657,ZCTA5 60657,B27001_019,3597,364,Male,45 to 54 years,Yes
60654,ZCTA5 60654,B27001_019,1448,347,Male,45 to 54 years,Yes
60659,ZCTA5 60659,B27001_019,1922,332,Male,45 to 54 years,Yes
60603,ZCTA5 60603,B27001_019,27,16,Male,45 to 54 years,Yes
60642,ZCTA5 60642,B27001_019,804,196,Male,45 to 54 years,Yes
60656,ZCTA5 60656,B27001_019,1743,277,Male,45 to 54 years,Yes
60611,ZCTA5 60611,B27001_019,1349,314,Male,45 to 54 years,Yes
60616,ZCTA5 60616,B27001_019,2842,375,Male,45 to 54 years,Yes
60651,ZCTA5 60651,B27001_019,2368,365,Male,45 to 54 years,Yes
60604,ZCTA5 60604,B27001_019,34,19,Male,45 to 54 years,Yes
60612,ZCTA5 60612,B27001_019,1365,186,Male,45 to 54 years,Yes
60613,ZCTA5 60613,B27001_019,2828,363,Male,45 to 54 years,Yes
60617,ZCTA5 60617,B27001_019,4593,405,Male,45 to 54 years,Yes
60618,ZCTA5 60618,B27001_019,5243,477,Male,45 to 54 years,Yes
60624,ZCTA5 60624,B27001_019,1510,241,Male,45 to 54 years,Yes
60626,ZCTA5 60626,B27001_019,2936,437,Male,45 to 54 years,Yes
60630,ZCTA5 60630,B27001_019,3225,353,Male,45 to 54 years,Yes
60632,ZCTA5 60632,B27001_019,3942,403,Male,45 to 54 years,Yes
60645,ZCTA5 60645,B27001_019,2675,342,Male,45 to 54 years,Yes
60653,ZCTA5 60653,B27001_019,1138,199,Male,45 to 54 years,Yes
60628,ZCTA5 60628,B27001_020,415,132,Male,45 to 54 years,No
60641,ZCTA5 60641,B27001_020,998,228,Male,45 to 54 years,No
60607,ZCTA5 60607,B27001_020,49,48,Male,45 to 54 years,No
60609,ZCTA5 60609,B27001_020,872,193,Male,45 to 54 years,No
60625,ZCTA5 60625,B27001_020,938,265,Male,45 to 54 years,No
60646,ZCTA5 60646,B27001_020,193,122,Male,45 to 54 years,No
60652,ZCTA5 60652,B27001_020,395,134,Male,45 to 54 years,No
60614,ZCTA5 60614,B27001_020,154,102,Male,45 to 54 years,No
60615,ZCTA5 60615,B27001_020,319,107,Male,45 to 54 years,No
60619,ZCTA5 60619,B27001_020,559,208,Male,45 to 54 years,No
60621,ZCTA5 60621,B27001_020,388,158,Male,45 to 54 years,No
60636,ZCTA5 60636,B27001_020,386,136,Male,45 to 54 years,No
60639,ZCTA5 60639,B27001_020,1451,298,Male,45 to 54 years,No
60643,ZCTA5 60643,B27001_020,264,139,Male,45 to 54 years,No
60647,ZCTA5 60647,B27001_020,955,220,Male,45 to 54 years,No
60631,ZCTA5 60631,B27001_020,95,96,Male,45 to 54 years,No
60601,ZCTA5 60601,B27001_020,0,17,Male,45 to 54 years,No
60608,ZCTA5 60608,B27001_020,838,233,Male,45 to 54 years,No
60620,ZCTA5 60620,B27001_020,631,183,Male,45 to 54 years,No
60634,ZCTA5 60634,B27001_020,1047,312,Male,45 to 54 years,No
60637,ZCTA5 60637,B27001_020,136,67,Male,45 to 54 years,No
60644,ZCTA5 60644,B27001_020,479,156,Male,45 to 54 years,No
60605,ZCTA5 60605,B27001_020,76,98,Male,45 to 54 years,No
60606,ZCTA5 60606,B27001_020,0,11,Male,45 to 54 years,No
60623,ZCTA5 60623,B27001_020,1678,257,Male,45 to 54 years,No
60629,ZCTA5 60629,B27001_020,1323,288,Male,45 to 54 years,No
60633,ZCTA5 60633,B27001_020,163,147,Male,45 to 54 years,No
60638,ZCTA5 60638,B27001_020,508,144,Male,45 to 54 years,No
60640,ZCTA5 60640,B27001_020,864,360,Male,45 to 54 years,No
60649,ZCTA5 60649,B27001_020,319,132,Male,45 to 54 years,No
60655,ZCTA5 60655,B27001_020,60,42,Male,45 to 54 years,No
60661,ZCTA5 60661,B27001_020,0,15,Male,45 to 54 years,No
60610,ZCTA5 60610,B27001_020,84,69,Male,45 to 54 years,No
60622,ZCTA5 60622,B27001_020,252,110,Male,45 to 54 years,No
60660,ZCTA5 60660,B27001_020,364,160,Male,45 to 54 years,No
60602,ZCTA5 60602,B27001_020,0,11,Male,45 to 54 years,No
60657,ZCTA5 60657,B27001_020,104,83,Male,45 to 54 years,No
60654,ZCTA5 60654,B27001_020,29,33,Male,45 to 54 years,No
60659,ZCTA5 60659,B27001_020,416,178,Male,45 to 54 years,No
60603,ZCTA5 60603,B27001_020,0,11,Male,45 to 54 years,No
60642,ZCTA5 60642,B27001_020,107,100,Male,45 to 54 years,No
60656,ZCTA5 60656,B27001_020,282,128,Male,45 to 54 years,No
60611,ZCTA5 60611,B27001_020,14,21,Male,45 to 54 years,No
60616,ZCTA5 60616,B27001_020,388,124,Male,45 to 54 years,No
60651,ZCTA5 60651,B27001_020,804,248,Male,45 to 54 years,No
60604,ZCTA5 60604,B27001_020,0,11,Male,45 to 54 years,No
60612,ZCTA5 60612,B27001_020,347,115,Male,45 to 54 years,No
60613,ZCTA5 60613,B27001_020,279,181,Male,45 to 54 years,No
60617,ZCTA5 60617,B27001_020,790,176,Male,45 to 54 years,No
60618,ZCTA5 60618,B27001_020,1617,346,Male,45 to 54 years,No
60624,ZCTA5 60624,B27001_020,631,207,Male,45 to 54 years,No
60626,ZCTA5 60626,B27001_020,489,140,Male,45 to 54 years,No
60630,ZCTA5 60630,B27001_020,556,183,Male,45 to 54 years,No
60632,ZCTA5 60632,B27001_020,1389,273,Male,45 to 54 years,No
60645,ZCTA5 60645,B27001_020,429,151,Male,45 to 54 years,No
60653,ZCTA5 60653,B27001_020,144,88,Male,45 to 54 years,No
60628,ZCTA5 60628,B27001_022,3304,306,Male,55 to 64 years,Yes
60641,ZCTA5 60641,B27001_022,3314,311,Male,55 to 64 years,Yes
60607,ZCTA5 60607,B27001_022,926,248,Male,55 to 64 years,Yes
60609,ZCTA5 60609,B27001_022,2338,225,Male,55 to 64 years,Yes
60625,ZCTA5 60625,B27001_022,3062,363,Male,55 to 64 years,Yes
60646,ZCTA5 60646,B27001_022,1502,257,Male,55 to 64 years,Yes
60652,ZCTA5 60652,B27001_022,2223,327,Male,55 to 64 years,Yes
60614,ZCTA5 60614,B27001_022,2636,256,Male,55 to 64 years,Yes
60615,ZCTA5 60615,B27001_022,1583,245,Male,55 to 64 years,Yes
60619,ZCTA5 60619,B27001_022,3621,462,Male,55 to 64 years,Yes
60621,ZCTA5 60621,B27001_022,1259,228,Male,55 to 64 years,Yes
60636,ZCTA5 60636,B27001_022,1665,258,Male,55 to 64 years,Yes
60639,ZCTA5 60639,B27001_022,4020,418,Male,55 to 64 years,Yes
60643,ZCTA5 60643,B27001_022,3404,402,Male,55 to 64 years,Yes
60647,ZCTA5 60647,B27001_022,2811,274,Male,55 to 64 years,Yes
60631,ZCTA5 60631,B27001_022,1794,207,Male,55 to 64 years,Yes
60601,ZCTA5 60601,B27001_022,552,263,Male,55 to 64 years,Yes
60608,ZCTA5 60608,B27001_022,2980,381,Male,55 to 64 years,Yes
60620,ZCTA5 60620,B27001_022,3737,401,Male,55 to 64 years,Yes
60634,ZCTA5 60634,B27001_022,4364,343,Male,55 to 64 years,Yes
60637,ZCTA5 60637,B27001_022,1926,257,Male,55 to 64 years,Yes
60644,ZCTA5 60644,B27001_022,2062,267,Male,55 to 64 years,Yes
60605,ZCTA5 60605,B27001_022,1294,332,Male,55 to 64 years,Yes
60606,ZCTA5 60606,B27001_022,209,82,Male,55 to 64 years,Yes
60623,ZCTA5 60623,B27001_022,3188,320,Male,55 to 64 years,Yes
60629,ZCTA5 60629,B27001_022,4242,370,Male,55 to 64 years,Yes
60633,ZCTA5 60633,B27001_022,703,201,Male,55 to 64 years,Yes
60638,ZCTA5 60638,B27001_022,3641,345,Male,55 to 64 years,Yes
60640,ZCTA5 60640,B27001_022,3485,404,Male,55 to 64 years,Yes
60649,ZCTA5 60649,B27001_022,1943,318,Male,55 to 64 years,Yes
60655,ZCTA5 60655,B27001_022,2059,229,Male,55 to 64 years,Yes
60661,ZCTA5 60661,B27001_022,302,111,Male,55 to 64 years,Yes
60610,ZCTA5 60610,B27001_022,1894,447,Male,55 to 64 years,Yes
60622,ZCTA5 60622,B27001_022,1296,183,Male,55 to 64 years,Yes
60660,ZCTA5 60660,B27001_022,2351,360,Male,55 to 64 years,Yes
60602,ZCTA5 60602,B27001_022,5,10,Male,55 to 64 years,Yes
60657,ZCTA5 60657,B27001_022,2394,296,Male,55 to 64 years,Yes
60654,ZCTA5 60654,B27001_022,726,204,Male,55 to 64 years,Yes
60659,ZCTA5 60659,B27001_022,2193,329,Male,55 to 64 years,Yes
60603,ZCTA5 60603,B27001_022,109,55,Male,55 to 64 years,Yes
60642,ZCTA5 60642,B27001_022,655,167,Male,55 to 64 years,Yes
60656,ZCTA5 60656,B27001_022,1887,265,Male,55 to 64 years,Yes
60611,ZCTA5 60611,B27001_022,1944,329,Male,55 to 64 years,Yes
60616,ZCTA5 60616,B27001_022,2255,298,Male,55 to 64 years,Yes
60651,ZCTA5 60651,B27001_022,2495,399,Male,55 to 64 years,Yes
60604,ZCTA5 60604,B27001_022,86,45,Male,55 to 64 years,Yes
60612,ZCTA5 60612,B27001_022,1369,217,Male,55 to 64 years,Yes
60613,ZCTA5 60613,B27001_022,1886,317,Male,55 to 64 years,Yes
60617,ZCTA5 60617,B27001_022,3762,359,Male,55 to 64 years,Yes
60618,ZCTA5 60618,B27001_022,3412,405,Male,55 to 64 years,Yes
60624,ZCTA5 60624,B27001_022,1418,234,Male,55 to 64 years,Yes
60626,ZCTA5 60626,B27001_022,1879,291,Male,55 to 64 years,Yes
60630,ZCTA5 60630,B27001_022,3814,347,Male,55 to 64 years,Yes
60632,ZCTA5 60632,B27001_022,3326,344,Male,55 to 64 years,Yes
60645,ZCTA5 60645,B27001_022,2016,281,Male,55 to 64 years,Yes
60653,ZCTA5 60653,B27001_022,1449,227,Male,55 to 64 years,Yes
60628,ZCTA5 60628,B27001_023,468,137,Male,55 to 64 years,No
60641,ZCTA5 60641,B27001_023,881,247,Male,55 to 64 years,No
60607,ZCTA5 60607,B27001_023,41,36,Male,55 to 64 years,No
60609,ZCTA5 60609,B27001_023,527,149,Male,55 to 64 years,No
60625,ZCTA5 60625,B27001_023,612,192,Male,55 to 64 years,No
60646,ZCTA5 60646,B27001_023,124,117,Male,55 to 64 years,No
60652,ZCTA5 60652,B27001_023,163,76,Male,55 to 64 years,No
60614,ZCTA5 60614,B27001_023,135,76,Male,55 to 64 years,No
60615,ZCTA5 60615,B27001_023,212,140,Male,55 to 64 years,No
60619,ZCTA5 60619,B27001_023,657,207,Male,55 to 64 years,No
60621,ZCTA5 60621,B27001_023,337,125,Male,55 to 64 years,No
60636,ZCTA5 60636,B27001_023,283,84,Male,55 to 64 years,No
60639,ZCTA5 60639,B27001_023,879,207,Male,55 to 64 years,No
60643,ZCTA5 60643,B27001_023,182,88,Male,55 to 64 years,No
60647,ZCTA5 60647,B27001_023,530,151,Male,55 to 64 years,No
60631,ZCTA5 60631,B27001_023,47,36,Male,55 to 64 years,No
60601,ZCTA5 60601,B27001_023,66,103,Male,55 to 64 years,No
