County,State,variable,estimate,Sex,Age,Employment
Gibson, Indiana,B23001_009,529,Male,16 to 19 years,Not in labor force
Gibson, Indiana,B23001_012,0,Male,20 and 21 years,In Armed Forces
Gibson, Indiana,B23001_014,286,Male,20 and 21 years,Employed Civilian
Gibson, Indiana,B23001_015,0,Male,20 and 21 years,Unemployed Civilian
Gibson, Indiana,B23001_016,200,Male,20 and 21 years,Not in labor force
Gibson, Indiana,B23001_019,0,Male,22 to 24 years,In Armed Forces
Gibson, Indiana,B23001_021,452,Male,22 to 24 years,Employed Civilian
Gibson, Indiana,B23001_022,50,Male,22 to 24 years,Unemployed Civilian
Gibson, Indiana,B23001_023,55,Male,22 to 24 years,Not in labor force
Gibson, Indiana,B23001_026,0,Male,25 to 29 years,In Armed Forces
Gibson, Indiana,B23001_028,808,Male,25 to 29 years,Employed Civilian
Gibson, Indiana,B23001_029,57,Male,25 to 29 years,Unemployed Civilian
Gibson, Indiana,B23001_030,86,Male,25 to 29 years,Not in labor force
Gibson, Indiana,B23001_033,4,Male,30 to 34 years,In Armed Forces
Gibson, Indiana,B23001_035,941,Male,30 to 34 years,Employed Civilian
Gibson, Indiana,B23001_036,17,Male,30 to 34 years,Unemployed Civilian
Gibson, Indiana,B23001_037,88,Male,30 to 34 years,Not in labor force
Gibson, Indiana,B23001_040,0,Male,35 to 44 years,In Armed Forces
Gibson, Indiana,B23001_042,1825,Male,35 to 44 years,Employed Civilian
Gibson, Indiana,B23001_043,45,Male,35 to 44 years,Unemployed Civilian
Gibson, Indiana,B23001_044,160,Male,35 to 44 years,Not in labor force
Gibson, Indiana,B23001_047,0,Male,45 to 54 years,In Armed Forces
Gibson, Indiana,B23001_049,1956,Male,45 to 54 years,Employed Civilian
Gibson, Indiana,B23001_050,44,Male,45 to 54 years,Unemployed Civilian
Gibson, Indiana,B23001_051,298,Male,45 to 54 years,Not in labor force
Gibson, Indiana,B23001_054,0,Male,55 to 59 years,In Armed Forces
Gibson, Indiana,B23001_056,1089,Male,55 to 59 years,Employed Civilian
Gibson, Indiana,B23001_057,61,Male,55 to 59 years,Unemployed Civilian
Gibson, Indiana,B23001_058,204,Male,55 to 59 years,Not in labor force
Gibson, Indiana,B23001_061,0,Male,60 and 61 years,In Armed Forces
Gibson, Indiana,B23001_063,337,Male,60 and 61 years,Employed Civilian
Gibson, Indiana,B23001_064,3,Male,60 and 61 years,Unemployed Civilian
Gibson, Indiana,B23001_065,172,Male,60 and 61 years,Not in labor force
Gibson, Indiana,B23001_068,0,Male,62 to 64 years,In Armed Forces
Gibson, Indiana,B23001_070,338,Male,62 to 64 years,Employed Civilian
Gibson, Indiana,B23001_071,0,Male,62 to 64 years,Unemployed Civilian
Gibson, Indiana,B23001_072,221,Male,62 to 64 years,Not in labor force
Gibson, Indiana,B23001_075,279,Male,65 to 69 years,Employed
Gibson, Indiana,B23001_076,21,Male,65 to 69 years,Unemployed
Gibson, Indiana,B23001_077,651,Male,65 to 69 years,Not in labor force
Gibson, Indiana,B23001_080,91,Male,70 to 74 years,Employed
Gibson, Indiana,B23001_081,0,Male,70 to 74 years,Unemployed
Gibson, Indiana,B23001_082,451,Male,70 to 74 years,Not in labor force
Gibson, Indiana,B23001_085,98,Male,75 years and over,Employed
Gibson, Indiana,B23001_086,0,Male,75 years and over,Unemployed
Gibson, Indiana,B23001_087,915,Male,75 years and over,Not in labor force
Gibson, Indiana,B23001_091,0,Female,16 to 19 years,In Armed Forces
Gibson, Indiana,B23001_093,276,Female,16 to 19 years,Employed Civilian
Gibson, Indiana,B23001_094,24,Female,16 to 19 years,Unemployed Civilian
Gibson, Indiana,B23001_095,598,Female,16 to 19 years,Not in labor force
Gibson, Indiana,B23001_098,0,Female,20 and 21 years,In Armed Forces
Gibson, Indiana,B23001_100,364,Female,20 and 21 years,Employed Civilian
Gibson, Indiana,B23001_101,9,Female,20 and 21 years,Unemployed Civilian
Gibson, Indiana,B23001_102,102,Female,20 and 21 years,Not in labor force
Gibson, Indiana,B23001_105,0,Female,22 to 24 years,In Armed Forces
Gibson, Indiana,B23001_107,462,Female,22 to 24 years,Employed Civilian
Gibson, Indiana,B23001_108,0,Female,22 to 24 years,Unemployed Civilian
Gibson, Indiana,B23001_109,77,Female,22 to 24 years,Not in labor force
Gibson, Indiana,B23001_112,0,Female,25 to 29 years,In Armed Forces
Gibson, Indiana,B23001_114,701,Female,25 to 29 years,Employed Civilian
Gibson, Indiana,B23001_115,55,Female,25 to 29 years,Unemployed Civilian
Gibson, Indiana,B23001_116,172,Female,25 to 29 years,Not in labor force
Gibson, Indiana,B23001_119,0,Female,30 to 34 years,In Armed Forces
Gibson, Indiana,B23001_121,712,Female,30 to 34 years,Employed Civilian
Gibson, Indiana,B23001_122,11,Female,30 to 34 years,Unemployed Civilian
Gibson, Indiana,B23001_123,213,Female,30 to 34 years,Not in labor force
Gibson, Indiana,B23001_126,0,Female,35 to 44 years,In Armed Forces
Gibson, Indiana,B23001_128,1395,Female,35 to 44 years,Employed Civilian
Gibson, Indiana,B23001_129,27,Female,35 to 44 years,Unemployed Civilian
Gibson, Indiana,B23001_130,565,Female,35 to 44 years,Not in labor force
Gibson, Indiana,B23001_133,0,Female,45 to 54 years,In Armed Forces
Gibson, Indiana,B23001_135,1743,Female,45 to 54 years,Employed Civilian
Gibson, Indiana,B23001_136,44,Female,45 to 54 years,Unemployed Civilian
Gibson, Indiana,B23001_137,447,Female,45 to 54 years,Not in labor force
Gibson, Indiana,B23001_140,0,Female,55 to 59 years,In Armed Forces
Gibson, Indiana,B23001_142,885,Female,55 to 59 years,Employed Civilian
Gibson, Indiana,B23001_143,11,Female,55 to 59 years,Unemployed Civilian
Gibson, Indiana,B23001_144,454,Female,55 to 59 years,Not in labor force
Gibson, Indiana,B23001_147,0,Female,60 and 61 years,In Armed Forces
Gibson, Indiana,B23001_149,279,Female,60 and 61 years,Employed Civilian
Gibson, Indiana,B23001_150,0,Female,60 and 61 years,Unemployed Civilian
Gibson, Indiana,B23001_151,167,Female,60 and 61 years,Not in labor force
Gibson, Indiana,B23001_154,0,Female,62 to 64 years,In Armed Forces
Gibson, Indiana,B23001_156,189,Female,62 to 64 years,Employed Civilian
Gibson, Indiana,B23001_157,12,Female,62 to 64 years,Unemployed Civilian
Gibson, Indiana,B23001_158,365,Female,62 to 64 years,Not in labor force
Gibson, Indiana,B23001_161,299,Female,65 to 69 years,Employed
Gibson, Indiana,B23001_162,3,Female,65 to 69 years,Unemployed
Gibson, Indiana,B23001_163,753,Female,65 to 69 years,Not in labor force
Gibson, Indiana,B23001_166,73,Female,70 to 74 years,Employed
Gibson, Indiana,B23001_167,3,Female,70 to 74 years,Unemployed
Gibson, Indiana,B23001_168,533,Female,70 to 74 years,Not in labor force
Gibson, Indiana,B23001_171,42,Female,75 years and over,Employed
Gibson, Indiana,B23001_172,0,Female,75 years and over,Unemployed
Gibson, Indiana,B23001_173,1449,Female,75 years and over,Not in labor force
Grant, Indiana,B23001_005,0,Male,16 to 19 years,In Armed Forces
Grant, Indiana,B23001_007,517,Male,16 to 19 years,Employed Civilian
Grant, Indiana,B23001_008,251,Male,16 to 19 years,Unemployed Civilian
Grant, Indiana,B23001_009,1203,Male,16 to 19 years,Not in labor force
Grant, Indiana,B23001_012,0,Male,20 and 21 years,In Armed Forces
Grant, Indiana,B23001_014,973,Male,20 and 21 years,Employed Civilian
Grant, Indiana,B23001_015,121,Male,20 and 21 years,Unemployed Civilian
Grant, Indiana,B23001_016,375,Male,20 and 21 years,Not in labor force
Grant, Indiana,B23001_019,0,Male,22 to 24 years,In Armed Forces
Grant, Indiana,B23001_021,878,Male,22 to 24 years,Employed Civilian
Grant, Indiana,B23001_022,57,Male,22 to 24 years,Unemployed Civilian
Grant, Indiana,B23001_023,351,Male,22 to 24 years,Not in labor force
Grant, Indiana,B23001_026,0,Male,25 to 29 years,In Armed Forces
Grant, Indiana,B23001_028,1452,Male,25 to 29 years,Employed Civilian
Grant, Indiana,B23001_029,144,Male,25 to 29 years,Unemployed Civilian
Grant, Indiana,B23001_030,282,Male,25 to 29 years,Not in labor force
Grant, Indiana,B23001_033,0,Male,30 to 34 years,In Armed Forces
Grant, Indiana,B23001_035,1312,Male,30 to 34 years,Employed Civilian
Grant, Indiana,B23001_036,104,Male,30 to 34 years,Unemployed Civilian
Grant, Indiana,B23001_037,156,Male,30 to 34 years,Not in labor force
Grant, Indiana,B23001_040,0,Male,35 to 44 years,In Armed Forces
Grant, Indiana,B23001_042,2657,Male,35 to 44 years,Employed Civilian
Grant, Indiana,B23001_043,297,Male,35 to 44 years,Unemployed Civilian
Grant, Indiana,B23001_044,485,Male,35 to 44 years,Not in labor force
Grant, Indiana,B23001_047,0,Male,45 to 54 years,In Armed Forces
Grant, Indiana,B23001_049,3200,Male,45 to 54 years,Employed Civilian
Grant, Indiana,B23001_050,127,Male,45 to 54 years,Unemployed Civilian
Grant, Indiana,B23001_051,955,Male,45 to 54 years,Not in labor force
Grant, Indiana,B23001_054,0,Male,55 to 59 years,In Armed Forces
Grant, Indiana,B23001_056,1612,Male,55 to 59 years,Employed Civilian
Grant, Indiana,B23001_057,68,Male,55 to 59 years,Unemployed Civilian
Grant, Indiana,B23001_058,545,Male,55 to 59 years,Not in labor force
Grant, Indiana,B23001_061,0,Male,60 and 61 years,In Armed Forces
Grant, Indiana,B23001_063,511,Male,60 and 61 years,Employed Civilian
Grant, Indiana,B23001_064,23,Male,60 and 61 years,Unemployed Civilian
Grant, Indiana,B23001_065,405,Male,60 and 61 years,Not in labor force
Grant, Indiana,B23001_068,0,Male,62 to 64 years,In Armed Forces
Grant, Indiana,B23001_070,616,Male,62 to 64 years,Employed Civilian
Grant, Indiana,B23001_071,20,Male,62 to 64 years,Unemployed Civilian
Grant, Indiana,B23001_072,690,Male,62 to 64 years,Not in labor force
Grant, Indiana,B23001_075,469,Male,65 to 69 years,Employed
Grant, Indiana,B23001_076,0,Male,65 to 69 years,Unemployed
Grant, Indiana,B23001_077,1337,Male,65 to 69 years,Not in labor force
Grant, Indiana,B23001_080,314,Male,70 to 74 years,Employed
Grant, Indiana,B23001_081,0,Male,70 to 74 years,Unemployed
Grant, Indiana,B23001_082,1067,Male,70 to 74 years,Not in labor force
Grant, Indiana,B23001_085,112,Male,75 years and over,Employed
Grant, Indiana,B23001_086,0,Male,75 years and over,Unemployed
Grant, Indiana,B23001_087,2026,Male,75 years and over,Not in labor force
Grant, Indiana,B23001_091,0,Female,16 to 19 years,In Armed Forces
Grant, Indiana,B23001_093,904,Female,16 to 19 years,Employed Civilian
Grant, Indiana,B23001_094,166,Female,16 to 19 years,Unemployed Civilian
Grant, Indiana,B23001_095,1186,Female,16 to 19 years,Not in labor force
Grant, Indiana,B23001_098,0,Female,20 and 21 years,In Armed Forces
Grant, Indiana,B23001_100,1188,Female,20 and 21 years,Employed Civilian
Grant, Indiana,B23001_101,49,Female,20 and 21 years,Unemployed Civilian
Grant, Indiana,B23001_102,593,Female,20 and 21 years,Not in labor force
Grant, Indiana,B23001_105,0,Female,22 to 24 years,In Armed Forces
Grant, Indiana,B23001_107,903,Female,22 to 24 years,Employed Civilian
Grant, Indiana,B23001_108,266,Female,22 to 24 years,Unemployed Civilian
Grant, Indiana,B23001_109,194,Female,22 to 24 years,Not in labor force
Grant, Indiana,B23001_112,0,Female,25 to 29 years,In Armed Forces
Grant, Indiana,B23001_114,1224,Female,25 to 29 years,Employed Civilian
Grant, Indiana,B23001_115,135,Female,25 to 29 years,Unemployed Civilian
Grant, Indiana,B23001_116,515,Female,25 to 29 years,Not in labor force
Grant, Indiana,B23001_119,0,Female,30 to 34 years,In Armed Forces
Grant, Indiana,B23001_121,1317,Female,30 to 34 years,Employed Civilian
Grant, Indiana,B23001_122,141,Female,30 to 34 years,Unemployed Civilian
Grant, Indiana,B23001_123,319,Female,30 to 34 years,Not in labor force
Grant, Indiana,B23001_126,0,Female,35 to 44 years,In Armed Forces
Grant, Indiana,B23001_128,2639,Female,35 to 44 years,Employed Civilian
Grant, Indiana,B23001_129,126,Female,35 to 44 years,Unemployed Civilian
Grant, Indiana,B23001_130,948,Female,35 to 44 years,Not in labor force
Grant, Indiana,B23001_133,0,Female,45 to 54 years,In Armed Forces
Grant, Indiana,B23001_135,2756,Female,45 to 54 years,Employed Civilian
Grant, Indiana,B23001_136,116,Female,45 to 54 years,Unemployed Civilian
Grant, Indiana,B23001_137,1320,Female,45 to 54 years,Not in labor force
Grant, Indiana,B23001_140,0,Female,55 to 59 years,In Armed Forces
Grant, Indiana,B23001_142,1554,Female,55 to 59 years,Employed Civilian
Grant, Indiana,B23001_143,56,Female,55 to 59 years,Unemployed Civilian
Grant, Indiana,B23001_144,880,Female,55 to 59 years,Not in labor force
Grant, Indiana,B23001_147,0,Female,60 and 61 years,In Armed Forces
Grant, Indiana,B23001_149,522,Female,60 and 61 years,Employed Civilian
Grant, Indiana,B23001_150,0,Female,60 and 61 years,Unemployed Civilian
Grant, Indiana,B23001_151,512,Female,60 and 61 years,Not in labor force
Grant, Indiana,B23001_154,0,Female,62 to 64 years,In Armed Forces
Grant, Indiana,B23001_156,538,Female,62 to 64 years,Employed Civilian
Grant, Indiana,B23001_157,23,Female,62 to 64 years,Unemployed Civilian
Grant, Indiana,B23001_158,779,Female,62 to 64 years,Not in labor force
Grant, Indiana,B23001_161,366,Female,65 to 69 years,Employed
Grant, Indiana,B23001_162,5,Female,65 to 69 years,Unemployed
Grant, Indiana,B23001_163,1493,Female,65 to 69 years,Not in labor force
Grant, Indiana,B23001_166,282,Female,70 to 74 years,Employed
Grant, Indiana,B23001_167,9,Female,70 to 74 years,Unemployed
Grant, Indiana,B23001_168,1464,Female,70 to 74 years,Not in labor force
Grant, Indiana,B23001_171,236,Female,75 years and over,Employed
Grant, Indiana,B23001_172,0,Female,75 years and over,Unemployed
Grant, Indiana,B23001_173,3103,Female,75 years and over,Not in labor force
Greene, Indiana,B23001_005,0,Male,16 to 19 years,In Armed Forces
Greene, Indiana,B23001_007,209,Male,16 to 19 years,Employed Civilian
Greene, Indiana,B23001_008,61,Male,16 to 19 years,Unemployed Civilian
Greene, Indiana,B23001_009,579,Male,16 to 19 years,Not in labor force
Greene, Indiana,B23001_012,0,Male,20 and 21 years,In Armed Forces
Greene, Indiana,B23001_014,235,Male,20 and 21 years,Employed Civilian
Greene, Indiana,B23001_015,22,Male,20 and 21 years,Unemployed Civilian
Greene, Indiana,B23001_016,75,Male,20 and 21 years,Not in labor force
Greene, Indiana,B23001_019,0,Male,22 to 24 years,In Armed Forces
Greene, Indiana,B23001_021,433,Male,22 to 24 years,Employed Civilian
Greene, Indiana,B23001_022,61,Male,22 to 24 years,Unemployed Civilian
Greene, Indiana,B23001_023,106,Male,22 to 24 years,Not in labor force
Greene, Indiana,B23001_026,0,Male,25 to 29 years,In Armed Forces
Greene, Indiana,B23001_028,675,Male,25 to 29 years,Employed Civilian
Greene, Indiana,B23001_029,102,Male,25 to 29 years,Unemployed Civilian
Greene, Indiana,B23001_030,104,Male,25 to 29 years,Not in labor force
Greene, Indiana,B23001_033,0,Male,30 to 34 years,In Armed Forces
Greene, Indiana,B23001_035,767,Male,30 to 34 years,Employed Civilian
Greene, Indiana,B23001_036,0,Male,30 to 34 years,Unemployed Civilian
Greene, Indiana,B23001_037,156,Male,30 to 34 years,Not in labor force
Greene, Indiana,B23001_040,0,Male,35 to 44 years,In Armed Forces
Greene, Indiana,B23001_042,1601,Male,35 to 44 years,Employed Civilian
Greene, Indiana,B23001_043,88,Male,35 to 44 years,Unemployed Civilian
Greene, Indiana,B23001_044,199,Male,35 to 44 years,Not in labor force
Greene, Indiana,B23001_047,19,Male,45 to 54 years,In Armed Forces
Greene, Indiana,B23001_049,1845,Male,45 to 54 years,Employed Civilian
Greene, Indiana,B23001_050,103,Male,45 to 54 years,Unemployed Civilian
Greene, Indiana,B23001_051,402,Male,45 to 54 years,Not in labor force
Greene, Indiana,B23001_054,7,Male,55 to 59 years,In Armed Forces
Greene, Indiana,B23001_056,851,Male,55 to 59 years,Employed Civilian
Greene, Indiana,B23001_057,14,Male,55 to 59 years,Unemployed Civilian
Greene, Indiana,B23001_058,283,Male,55 to 59 years,Not in labor force
Greene, Indiana,B23001_061,0,Male,60 and 61 years,In Armed Forces
Greene, Indiana,B23001_063,238,Male,60 and 61 years,Employed Civilian
Greene, Indiana,B23001_064,17,Male,60 and 61 years,Unemployed Civilian
Greene, Indiana,B23001_065,213,Male,60 and 61 years,Not in labor force
Greene, Indiana,B23001_068,0,Male,62 to 64 years,In Armed Forces
Greene, Indiana,B23001_070,250,Male,62 to 64 years,Employed Civilian
Greene, Indiana,B23001_071,0,Male,62 to 64 years,Unemployed Civilian
Greene, Indiana,B23001_072,465,Male,62 to 64 years,Not in labor force
Greene, Indiana,B23001_075,253,Male,65 to 69 years,Employed
Greene, Indiana,B23001_076,3,Male,65 to 69 years,Unemployed
Greene, Indiana,B23001_077,556,Male,65 to 69 years,Not in labor force
Greene, Indiana,B23001_080,147,Male,70 to 74 years,Employed
Greene, Indiana,B23001_081,3,Male,70 to 74 years,Unemployed
Greene, Indiana,B23001_082,730,Male,70 to 74 years,Not in labor force
Greene, Indiana,B23001_085,125,Male,75 years and over,Employed
Greene, Indiana,B23001_086,4,Male,75 years and over,Unemployed
Greene, Indiana,B23001_087,951,Male,75 years and over,Not in labor force
Greene, Indiana,B23001_091,0,Female,16 to 19 years,In Armed Forces
Greene, Indiana,B23001_093,360,Female,16 to 19 years,Employed Civilian
Greene, Indiana,B23001_094,32,Female,16 to 19 years,Unemployed Civilian
Greene, Indiana,B23001_095,406,Female,16 to 19 years,Not in labor force
Greene, Indiana,B23001_098,0,Female,20 and 21 years,In Armed Forces
Greene, Indiana,B23001_100,185,Female,20 and 21 years,Employed Civilian
Greene, Indiana,B23001_101,36,Female,20 and 21 years,Unemployed Civilian
Greene, Indiana,B23001_102,90,Female,20 and 21 years,Not in labor force
Greene, Indiana,B23001_105,0,Female,22 to 24 years,In Armed Forces
Greene, Indiana,B23001_107,314,Female,22 to 24 years,Employed Civilian
Greene, Indiana,B23001_108,32,Female,22 to 24 years,Unemployed Civilian
Greene, Indiana,B23001_109,122,Female,22 to 24 years,Not in labor force
Greene, Indiana,B23001_112,0,Female,25 to 29 years,In Armed Forces
Greene, Indiana,B23001_114,534,Female,25 to 29 years,Employed Civilian
Greene, Indiana,B23001_115,35,Female,25 to 29 years,Unemployed Civilian
Greene, Indiana,B23001_116,356,Female,25 to 29 years,Not in labor force
Greene, Indiana,B23001_119,0,Female,30 to 34 years,In Armed Forces
Greene, Indiana,B23001_121,652,Female,30 to 34 years,Employed Civilian
Greene, Indiana,B23001_122,87,Female,30 to 34 years,Unemployed Civilian
Greene, Indiana,B23001_123,146,Female,30 to 34 years,Not in labor force
Greene, Indiana,B23001_126,0,Female,35 to 44 years,In Armed Forces
Greene, Indiana,B23001_128,1301,Female,35 to 44 years,Employed Civilian
Greene, Indiana,B23001_129,41,Female,35 to 44 years,Unemployed Civilian
Greene, Indiana,B23001_130,562,Female,35 to 44 years,Not in labor force
Greene, Indiana,B23001_133,0,Female,45 to 54 years,In Armed Forces
Greene, Indiana,B23001_135,1551,Female,45 to 54 years,Employed Civilian
Greene, Indiana,B23001_136,25,Female,45 to 54 years,Unemployed Civilian
Greene, Indiana,B23001_137,690,Female,45 to 54 years,Not in labor force
Greene, Indiana,B23001_140,0,Female,55 to 59 years,In Armed Forces
Greene, Indiana,B23001_142,613,Female,55 to 59 years,Employed Civilian
Greene, Indiana,B23001_143,42,Female,55 to 59 years,Unemployed Civilian
Greene, Indiana,B23001_144,466,Female,55 to 59 years,Not in labor force
Greene, Indiana,B23001_147,0,Female,60 and 61 years,In Armed Forces
Greene, Indiana,B23001_149,413,Female,60 and 61 years,Employed Civilian
Greene, Indiana,B23001_150,0,Female,60 and 61 years,Unemployed Civilian
Greene, Indiana,B23001_151,209,Female,60 and 61 years,Not in labor force
Greene, Indiana,B23001_154,0,Female,62 to 64 years,In Armed Forces
Greene, Indiana,B23001_156,232,Female,62 to 64 years,Employed Civilian
Greene, Indiana,B23001_157,17,Female,62 to 64 years,Unemployed Civilian
Greene, Indiana,B23001_158,311,Female,62 to 64 years,Not in labor force
Greene, Indiana,B23001_161,157,Female,65 to 69 years,Employed
Greene, Indiana,B23001_162,0,Female,65 to 69 years,Unemployed
Greene, Indiana,B23001_163,788,Female,65 to 69 years,Not in labor force
Greene, Indiana,B23001_166,133,Female,70 to 74 years,Employed
Greene, Indiana,B23001_167,17,Female,70 to 74 years,Unemployed
Greene, Indiana,B23001_168,688,Female,70 to 74 years,Not in labor force
Greene, Indiana,B23001_171,50,Female,75 years and over,Employed
Greene, Indiana,B23001_172,0,Female,75 years and over,Unemployed
Greene, Indiana,B23001_173,1513,Female,75 years and over,Not in labor force
Hamilton, Indiana,B23001_005,0,Male,16 to 19 years,In Armed Forces
Hamilton, Indiana,B23001_007,3112,Male,16 to 19 years,Employed Civilian
Hamilton, Indiana,B23001_008,372,Male,16 to 19 years,Unemployed Civilian
Hamilton, Indiana,B23001_009,4717,Male,16 to 19 years,Not in labor force
Hamilton, Indiana,B23001_012,0,Male,20 and 21 years,In Armed Forces
Hamilton, Indiana,B23001_014,2035,Male,20 and 21 years,Employed Civilian
Hamilton, Indiana,B23001_015,289,Male,20 and 21 years,Unemployed Civilian
Hamilton, Indiana,B23001_016,488,Male,20 and 21 years,Not in labor force
Hamilton, Indiana,B23001_019,0,Male,22 to 24 years,In Armed Forces
Hamilton, Indiana,B23001_021,4689,Male,22 to 24 years,Employed Civilian
Hamilton, Indiana,B23001_022,273,Male,22 to 24 years,Unemployed Civilian
Hamilton, Indiana,B23001_023,629,Male,22 to 24 years,Not in labor force
Hamilton, Indiana,B23001_026,28,Male,25 to 29 years,In Armed Forces
Hamilton, Indiana,B23001_028,7215,Male,25 to 29 years,Employed Civilian
Hamilton, Indiana,B23001_029,134,Male,25 to 29 years,Unemployed Civilian
Hamilton, Indiana,B23001_030,472,Male,25 to 29 years,Not in labor force
Hamilton, Indiana,B23001_033,3,Male,30 to 34 years,In Armed Forces
Hamilton, Indiana,B23001_035,9693,Male,30 to 34 years,Employed Civilian
Hamilton, Indiana,B23001_036,156,Male,30 to 34 years,Unemployed Civilian
Hamilton, Indiana,B23001_037,398,Male,30 to 34 years,Not in labor force
Hamilton, Indiana,B23001_040,114,Male,35 to 44 years,In Armed Forces
Hamilton, Indiana,B23001_042,21781,Male,35 to 44 years,Employed Civilian
Hamilton, Indiana,B23001_043,478,Male,35 to 44 years,Unemployed Civilian
Hamilton, Indiana,B23001_044,780,Male,35 to 44 years,Not in labor force
Hamilton, Indiana,B23001_047,21,Male,45 to 54 years,In Armed Forces
Hamilton, Indiana,B23001_049,21510,Male,45 to 54 years,Employed Civilian
Hamilton, Indiana,B23001_050,530,Male,45 to 54 years,Unemployed Civilian
Hamilton, Indiana,B23001_051,1038,Male,45 to 54 years,Not in labor force
Hamilton, Indiana,B23001_054,0,Male,55 to 59 years,In Armed Forces
Hamilton, Indiana,B23001_056,8520,Male,55 to 59 years,Employed Civilian
Hamilton, Indiana,B23001_057,166,Male,55 to 59 years,Unemployed Civilian
Hamilton, Indiana,B23001_058,878,Male,55 to 59 years,Not in labor force
Hamilton, Indiana,B23001_061,0,Male,60 and 61 years,In Armed Forces
Hamilton, Indiana,B23001_063,2973,Male,60 and 61 years,Employed Civilian
Hamilton, Indiana,B23001_064,112,Male,60 and 61 years,Unemployed Civilian
Hamilton, Indiana,B23001_065,490,Male,60 and 61 years,Not in labor force
Hamilton, Indiana,B23001_068,0,Male,62 to 64 years,In Armed Forces
Hamilton, Indiana,B23001_070,2800,Male,62 to 64 years,Employed Civilian
Hamilton, Indiana,B23001_071,40,Male,62 to 64 years,Unemployed Civilian
Hamilton, Indiana,B23001_072,1195,Male,62 to 64 years,Not in labor force
Hamilton, Indiana,B23001_075,2809,Male,65 to 69 years,Employed
Hamilton, Indiana,B23001_076,101,Male,65 to 69 years,Unemployed
Hamilton, Indiana,B23001_077,3368,Male,65 to 69 years,Not in labor force
Hamilton, Indiana,B23001_080,1104,Male,70 to 74 years,Employed
Hamilton, Indiana,B23001_081,5,Male,70 to 74 years,Unemployed
Hamilton, Indiana,B23001_082,3143,Male,70 to 74 years,Not in labor force
Hamilton, Indiana,B23001_085,503,Male,75 years and over,Employed
Hamilton, Indiana,B23001_086,0,Male,75 years and over,Unemployed
Hamilton, Indiana,B23001_087,5137,Male,75 years and over,Not in labor force
Hamilton, Indiana,B23001_091,0,Female,16 to 19 years,In Armed Forces
Hamilton, Indiana,B23001_093,4018,Female,16 to 19 years,Employed Civilian
Hamilton, Indiana,B23001_094,275,Female,16 to 19 years,Unemployed Civilian
Hamilton, Indiana,B23001_095,3980,Female,16 to 19 years,Not in labor force
Hamilton, Indiana,B23001_098,0,Female,20 and 21 years,In Armed Forces
Hamilton, Indiana,B23001_100,1612,Female,20 and 21 years,Employed Civilian
Hamilton, Indiana,B23001_101,158,Female,20 and 21 years,Unemployed Civilian
Hamilton, Indiana,B23001_102,528,Female,20 and 21 years,Not in labor force
Hamilton, Indiana,B23001_105,0,Female,22 to 24 years,In Armed Forces
Hamilton, Indiana,B23001_107,4946,Female,22 to 24 years,Employed Civilian
Hamilton, Indiana,B23001_108,204,Female,22 to 24 years,Unemployed Civilian
Hamilton, Indiana,B23001_109,610,Female,22 to 24 years,Not in labor force
Hamilton, Indiana,B23001_112,0,Female,25 to 29 years,In Armed Forces
Hamilton, Indiana,B23001_114,7092,Female,25 to 29 years,Employed Civilian
Hamilton, Indiana,B23001_115,204,Female,25 to 29 years,Unemployed Civilian
Hamilton, Indiana,B23001_116,1219,Female,25 to 29 years,Not in labor force
Hamilton, Indiana,B23001_119,0,Female,30 to 34 years,In Armed Forces
Hamilton, Indiana,B23001_121,8803,Female,30 to 34 years,Employed Civilian
Hamilton, Indiana,B23001_122,124,Female,30 to 34 years,Unemployed Civilian
Hamilton, Indiana,B23001_123,2366,Female,30 to 34 years,Not in labor force
Hamilton, Indiana,B23001_126,13,Female,35 to 44 years,In Armed Forces
Hamilton, Indiana,B23001_128,18823,Female,35 to 44 years,Employed Civilian
Hamilton, Indiana,B23001_129,725,Female,35 to 44 years,Unemployed Civilian
Hamilton, Indiana,B23001_130,5013,Female,35 to 44 years,Not in labor force
Hamilton, Indiana,B23001_133,15,Female,45 to 54 years,In Armed Forces
Hamilton, Indiana,B23001_135,18945,Female,45 to 54 years,Employed Civilian
Hamilton, Indiana,B23001_136,400,Female,45 to 54 years,Unemployed Civilian
Hamilton, Indiana,B23001_137,4554,Female,45 to 54 years,Not in labor force
Hamilton, Indiana,B23001_140,0,Female,55 to 59 years,In Armed Forces
Hamilton, Indiana,B23001_142,7731,Female,55 to 59 years,Employed Civilian
Hamilton, Indiana,B23001_143,140,Female,55 to 59 years,Unemployed Civilian
Hamilton, Indiana,B23001_144,2769,Female,55 to 59 years,Not in labor force
Hamilton, Indiana,B23001_147,0,Female,60 and 61 years,In Armed Forces
Hamilton, Indiana,B23001_149,2593,Female,60 and 61 years,Employed Civilian
Hamilton, Indiana,B23001_150,34,Female,60 and 61 years,Unemployed Civilian
Hamilton, Indiana,B23001_151,1238,Female,60 and 61 years,Not in labor force
Hamilton, Indiana,B23001_154,0,Female,62 to 64 years,In Armed Forces
Hamilton, Indiana,B23001_156,2210,Female,62 to 64 years,Employed Civilian
Hamilton, Indiana,B23001_157,62,Female,62 to 64 years,Unemployed Civilian
Hamilton, Indiana,B23001_158,1965,Female,62 to 64 years,Not in labor force
Hamilton, Indiana,B23001_161,2026,Female,65 to 69 years,Employed
