zip,type,primary_city,acceptable_cities,state,county,latitude,longitude
29591,STANDARD,Scranton,NA,SC,Florence County,33.91,-79.74
29592,STANDARD,Sellers,NA,SC,Dillon County,34.28,-79.47
29593,STANDARD,Society Hill,NA,SC,Darlington County,34.5,-79.85
29594,PO BOX,Tatum,NA,SC,Marlboro County,34.64,-79.58
29596,STANDARD,Wallace,NA,SC,Marlboro County,34.72,-79.84
29597,PO BOX,North Myrtle Beach,N Myrtle Bch,SC,Horry County,33.82,-78.67
29598,PO BOX,North Myrtle Beach,N Myrtle Bch,SC,Horry County,33.82,-78.67
29601,STANDARD,Greenville,NA,SC,Greenville County,34.85,-82.4
29602,PO BOX,Greenville,NA,SC,Greenville County,34.83,-82.37
29603,PO BOX,Greenville,NA,SC,Greenville County,34.83,-82.37
29604,PO BOX,Greenville,NA,SC,Greenville County,34.83,-82.37
29605,STANDARD,Greenville,NA,SC,Greenville County,34.77,-82.38
29606,PO BOX,Greenville,NA,SC,Greenville County,34.83,-82.37
29607,STANDARD,Greenville,NA,SC,Greenville County,34.83,-82.37
29608,PO BOX,Greenville,NA,SC,Greenville County,34.83,-82.37
29609,STANDARD,Greenville,NA,SC,Greenville County,34.91,-82.39
29610,PO BOX,Greenville,NA,SC,Greenville County,34.83,-82.37
29611,STANDARD,Greenville,Powdersville,SC,Greenville County,34.83,-82.46
29612,PO BOX,Greenville,NA,SC,Greenville County,34.83,-82.37
29613,UNIQUE,Greenville,NA,SC,Greenville County,34.92,-82.44
29614,UNIQUE,Greenville,NA,SC,Greenville County,34.87,-82.36
29615,STANDARD,Greenville,NA,SC,Greenville County,34.86,-82.3
29616,PO BOX,Greenville,NA,SC,Greenville County,34.83,-82.37
29617,STANDARD,Greenville,NA,SC,Greenville County,34.91,-82.47
29620,STANDARD,Abbeville,NA,SC,Abbeville County,34.17,-82.37
29621,STANDARD,Anderson,NA,SC,Anderson County,34.51,-82.64
29622,PO BOX,Anderson,NA,SC,Anderson County,34.51,-82.64
29623,PO BOX,Anderson,NA,SC,Anderson County,34.51,-82.64
29624,STANDARD,Anderson,NA,SC,Anderson County,34.44,-82.62
29625,STANDARD,Anderson,NA,SC,Anderson County,34.56,-82.76
29626,STANDARD,Anderson,NA,SC,Anderson County,34.46,-82.76
29627,STANDARD,Belton,NA,SC,Anderson County,34.52,-82.49
29628,STANDARD,Calhoun Falls,NA,SC,Abbeville County,34.09,-82.59
29630,STANDARD,Central,NA,SC,Pickens County,34.72,-82.78
29631,STANDARD,Clemson,NA,SC,Pickens County,34.68,-82.81
29632,UNIQUE,Clemson,NA,SC,Pickens County,34.68,-82.81
29633,PO BOX,Clemson,NA,SC,Pickens County,34.68,-82.81
29634,UNIQUE,Clemson,NA,SC,Pickens County,34.68,-82.84
29635,STANDARD,Cleveland,NA,SC,Greenville County,35.08,-82.63
29636,PO BOX,Conestee,NA,SC,Greenville County,34.78,-82.4
29638,STANDARD,Donalds,"Shoals Jct, Shoals Junction",SC,Abbeville County,34.37,-82.34
29639,STANDARD,Due West,NA,SC,Abbeville County,34.33,-82.38
29640,STANDARD,Easley,NA,SC,Pickens County,34.88,-82.58
29641,PO BOX,Easley,NA,SC,Pickens County,34.82,-82.58
29642,STANDARD,Easley,Powdersville,SC,Pickens County,34.82,-82.58
29643,STANDARD,Fair Play,NA,SC,Oconee County,34.51,-82.98
29644,STANDARD,Fountain Inn,NA,SC,Greenville County,34.69,-82.2
29645,STANDARD,Gray Court,NA,SC,Laurens County,34.6,-82.11
29646,STANDARD,Greenwood,NA,SC,Greenwood County,34.19,-82.15
29647,UNIQUE,Greenwood,NA,SC,Greenwood County,34.19,-82.15
29648,PO BOX,Greenwood,NA,SC,Greenwood County,34.19,-82.15
29649,STANDARD,Greenwood,NA,SC,Greenwood County,34.24,-82.15
29650,STANDARD,Greer,NA,SC,Greenville County,34.9,-82.26
29651,STANDARD,Greer,NA,SC,Greenville County,34.93,-82.23
29652,PO BOX,Greer,NA,SC,Spartanburg County,34.93,-82.23
29653,STANDARD,Hodges,NA,SC,Greenwood County,34.28,-82.24
29654,STANDARD,Honea Path,NA,SC,Anderson County,34.44,-82.39
29655,STANDARD,Iva,NA,SC,Anderson County,34.3,-82.66
29656,PO BOX,La France,NA,SC,Anderson County,34.62,-82.73
29657,STANDARD,Liberty,NA,SC,Pickens County,34.79,-82.69
29658,STANDARD,Long Creek,NA,SC,Oconee County,34.77,-83.25
29659,PO BOX,Lowndesville,NA,SC,Abbeville County,34.21,-82.64
29661,STANDARD,Marietta,NA,SC,Greenville County,35.03,-82.49
29662,STANDARD,Mauldin,NA,SC,Greenville County,34.78,-82.3
29664,STANDARD,Mountain Rest,NA,SC,Oconee County,34.86,-83.15
29665,PO BOX,Newry,NA,SC,Oconee County,34.73,-82.91
29666,STANDARD,Ninety Six,NA,SC,Greenwood County,34.17,-82.02
29667,STANDARD,Norris,Cateechee,SC,Pickens County,34.76,-82.75
29669,STANDARD,Pelzer,NA,SC,Anderson County,34.64,-82.46
29670,STANDARD,Pendleton,NA,SC,Anderson County,34.65,-82.78
29671,STANDARD,Pickens,NA,SC,Pickens County,34.88,-82.7
29672,STANDARD,Seneca,NA,SC,Oconee County,34.75,-82.93
29673,STANDARD,Piedmont,Powdersville,SC,Greenville County,34.71,-82.46
29675,PO BOX,Richland,NA,SC,Oconee County,34.7,-83.02
29676,STANDARD,Salem,NA,SC,Oconee County,34.89,-82.97
29677,PO BOX,Sandy Springs,NA,SC,Anderson County,34.59,-82.75
29678,STANDARD,Seneca,NA,SC,Oconee County,34.68,-82.95
29679,PO BOX,Seneca,NA,SC,Oconee County,34.68,-82.95
29680,STANDARD,Simpsonville,NA,SC,Greenville County,34.69,-82.29
29681,STANDARD,Simpsonville,NA,SC,Greenville County,34.73,-82.25
29682,STANDARD,Six Mile,NA,SC,Pickens County,34.8,-82.81
29683,PO BOX,Slater,NA,SC,Greenville County,35.03,-82.49
29684,STANDARD,Starr,NA,SC,Anderson County,34.37,-82.69
29685,STANDARD,Sunset,NA,SC,Pickens County,34.99,-82.84
29686,STANDARD,Tamassee,NA,SC,Oconee County,34.96,-83.05
29687,STANDARD,Taylors,NA,SC,Greenville County,34.91,-82.31
29688,PO BOX,Tigerville,NA,SC,Greenville County,35.07,-82.37
29689,STANDARD,Townville,NA,SC,Anderson County,34.56,-82.89
29690,STANDARD,Travelers Rest,Travelers Rst,SC,Greenville County,34.96,-82.43
29691,STANDARD,Walhalla,NA,SC,Oconee County,34.77,-83.06
29692,STANDARD,Ware Shoals,NA,SC,Laurens County,34.39,-82.24
29693,STANDARD,Westminster,Madison,SC,Oconee County,34.66,-83.09
29695,UNIQUE,Hodges,NA,SC,Greenwood County,34.28,-82.24
29696,STANDARD,West Union,NA,SC,Oconee County,34.76,-83.04
29697,STANDARD,Williamston,NA,SC,Anderson County,34.61,-82.47
29698,UNIQUE,Greenville,NA,SC,Greenville County,34.91,-82.09
29702,STANDARD,Blacksburg,"Cherokee Falls, Cherokee Fls, Kings Creek",SC,Cherokee County,35.12,-81.51
29703,PO BOX,Bowling Green,NA,SC,York County,35.1,-81.22
29704,STANDARD,Catawba,NA,SC,York County,34.85,-80.91
29706,STANDARD,Chester,NA,SC,Chester County,34.7,-81.21
29707,STANDARD,Fort Mill,Indian Land,SC,Lancaster County,34.99,-80.86
29708,STANDARD,Fort Mill,Tega Cay,SC,York County,35.05,-80.99
29709,STANDARD,Chesterfield,NA,SC,Chesterfield County,34.73,-80.08
29710,STANDARD,Clover,"Lake Wylie, River Hills",SC,York County,35.11,-81.22
29712,STANDARD,Edgemoor,NA,SC,Chester County,34.8,-81.01
29714,STANDARD,Fort Lawn,NA,SC,Chester County,34.7,-80.89
29715,STANDARD,Fort Mill,NA,SC,York County,35,-80.94
29716,PO BOX,Fort Mill,NA,SC,York County,35,-80.94
29717,STANDARD,Hickory Grove,NA,SC,York County,34.98,-81.41
29718,STANDARD,Jefferson,NA,SC,Chesterfield County,34.65,-80.38
29720,STANDARD,Lancaster,NA,SC,Lancaster County,34.72,-80.77
29721,PO BOX,Lancaster,NA,SC,Lancaster County,34.72,-80.77
29722,UNIQUE,Lancaster,NA,SC,Lancaster County,34.72,-80.77
29724,PO BOX,Lando,NA,SC,Chester County,34.77,-81.01
29726,STANDARD,Mc Connells,NA,SC,York County,34.86,-81.22
29727,STANDARD,Mount Croghan,NA,SC,Chesterfield County,34.76,-80.22
29728,STANDARD,Pageland,NA,SC,Chesterfield County,34.77,-80.38
29729,STANDARD,Richburg,NA,SC,Chester County,34.71,-81.02
29730,STANDARD,Rock Hill,NA,SC,York County,34.93,-81.02
29731,PO BOX,Rock Hill,NA,SC,York County,34.93,-81.02
29732,STANDARD,Rock Hill,NA,SC,York County,34.97,-81.08
29733,UNIQUE,Rock Hill,NA,SC,York County,34.94,-81.03
29734,STANDARD,Rock Hill,NA,SC,York County,34.93,-81.02
29741,STANDARD,Ruby,NA,SC,Chesterfield County,34.74,-80.17
29742,STANDARD,Sharon,NA,SC,York County,34.95,-81.34
29743,STANDARD,Smyrna,NA,SC,York County,35.04,-81.41
29744,PO BOX,Van Wyck,NA,SC,Lancaster County,34.91,-80.84
29745,STANDARD,York,NA,SC,York County,34.99,-81.23
29801,STANDARD,Aiken,NA,SC,Aiken County,33.54,-81.72
29802,PO BOX,Aiken,NA,SC,Aiken County,33.54,-81.72
29803,STANDARD,Aiken,NA,SC,Aiken County,33.49,-81.76
29804,PO BOX,Aiken,NA,SC,Aiken County,33.54,-81.72
29805,STANDARD,Aiken,NA,SC,Aiken County,33.65,-81.6
29808,UNIQUE,Aiken,NA,SC,Aiken County,33.54,-81.72
29809,STANDARD,New Ellenton,NA,SC,Aiken County,33.41,-81.68
29810,STANDARD,Allendale,NA,SC,Allendale County,33,-81.3
29812,STANDARD,Barnwell,Kline,SC,Barnwell County,33.24,-81.36
29813,PO BOX,Hilda,NA,SC,Barnwell County,33.27,-81.24
29816,PO BOX,Bath,NA,SC,Aiken County,33.5,-81.87
29817,STANDARD,Blackville,NA,SC,Barnwell County,33.36,-81.28
29819,STANDARD,Bradley,NA,SC,Greenwood County,34.04,-82.21
29821,STANDARD,Clarks Hill,NA,SC,McCormick County,33.63,-82.14
29822,PO BOX,Clearwater,NA,SC,Aiken County,33.5,-81.9
29824,STANDARD,Edgefield,NA,SC,Edgefield County,33.78,-81.93
29826,PO BOX,Elko,NA,SC,Barnwell County,33.39,-81.36
29827,STANDARD,Fairfax,NA,SC,Allendale County,32.95,-81.23
29828,STANDARD,Gloverville,NA,SC,Aiken County,33.52,-81.83
29829,STANDARD,Graniteville,NA,SC,Aiken County,33.56,-81.81
29831,STANDARD,Jackson,NA,SC,Aiken County,33.32,-81.79
29832,STANDARD,Johnston,NA,SC,Edgefield County,33.83,-81.8
29834,PO BOX,Langley,NA,SC,Aiken County,33.51,-81.86
29835,STANDARD,Mc Cormick,NA,SC,McCormick County,33.91,-82.29
29836,STANDARD,Martin,NA,SC,Allendale County,33.06,-81.47
29838,STANDARD,Modoc,NA,SC,Edgefield County,33.75,-82.15
29839,PO BOX,Montmorenci,NA,SC,Aiken County,33.52,-81.63
29840,STANDARD,Mount Carmel,NA,SC,McCormick County,34,-82.5
29841,STANDARD,North Augusta,"Beech Island, Belvedere",SC,Aiken County,33.51,-81.95
29842,STANDARD,Beech Island,NA,SC,Aiken County,33.48,-81.89
29843,STANDARD,Olar,NA,SC,Bamberg County,33.18,-81.18
29844,PO BOX,Parksville,NA,SC,McCormick County,33.78,-82.21
29845,STANDARD,Plum Branch,Parksville,SC,McCormick County,33.84,-82.25
29846,PO BOX,Sycamore,NA,SC,Allendale County,33.03,-81.22
29847,STANDARD,Trenton,NA,SC,Edgefield County,33.74,-81.84
29848,STANDARD,Troy,NA,SC,Greenwood County,33.97,-82.08
29849,STANDARD,Ulmer,NA,SC,Allendale County,33.09,-81.2
29850,PO BOX,Vaucluse,NA,SC,Aiken County,33.61,-81.82
29851,STANDARD,Warrenville,NA,SC,Aiken County,33.51,-81.82
29853,STANDARD,Williston,NA,SC,Barnwell County,33.4,-81.42
29856,STANDARD,Windsor,NA,SC,Aiken County,33.48,-81.51
29860,STANDARD,North Augusta,NA,SC,Edgefield County,33.61,-81.98
29861,PO BOX,North Augusta,NA,SC,Aiken County,33.51,-81.95
29899,UNIQUE,Mc Cormick,NA,SC,McCormick County,33.93,-82.25
29901,PO BOX,Beaufort,NA,SC,Beaufort County,32.42,-80.68
29902,STANDARD,Beaufort,NA,SC,Beaufort County,32.33,-80.68
29903,PO BOX,Beaufort,NA,SC,Beaufort County,32.42,-80.68
29904,PO BOX,Beaufort,NA,SC,Beaufort County,32.46,-80.72
29905,PO BOX,Beaufort,Parris Island,SC,Beaufort County,32.35,-80.68
29906,STANDARD,Beaufort,NA,SC,Beaufort County,32.45,-80.75
29907,STANDARD,Ladys Island,Beaufort,SC,Beaufort County,32.43,-80.64
29909,STANDARD,Okatie,Bluffton,SC,Beaufort County,32.3,-80.92
29910,STANDARD,Bluffton,NA,SC,Beaufort County,32.23,-80.86
29911,STANDARD,Brunson,NA,SC,Hampton County,32.92,-81.18
29912,STANDARD,Coosawhatchie,NA,SC,Jasper County,32.58,-80.93
29913,PO BOX,Crocketville,NA,SC,Hampton County,32.91,-81.07
29914,PO BOX,Dale,NA,SC,Beaufort County,32.55,-80.69
29915,STANDARD,Daufuskie Island,Daufuskie Is,SC,Beaufort County,32.12,-80.86
29916,STANDARD,Early Branch,NA,SC,Hampton County,32.74,-80.92
29918,STANDARD,Estill,NA,SC,Hampton County,32.75,-81.24
29920,STANDARD,Saint Helena Island,"Fripp Island, St Helena Is",SC,Beaufort County,32.38,-80.56
29921,PO BOX,Furman,NA,SC,Hampton County,32.68,-81.18
29922,STANDARD,Garnett,NA,SC,Hampton County,32.6,-81.24
29923,PO BOX,Gifford,NA,SC,Hampton County,32.86,-81.23
29924,STANDARD,Hampton,NA,SC,Hampton County,32.86,-81.1
29925,PO BOX,Hilton Head Island,Hilton Head,SC,Beaufort County,32.19,-80.74
29926,STANDARD,Hilton Head Island,Hilton Head,SC,Beaufort County,32.19,-80.74
29927,STANDARD,Hardeeville,NA,SC,Jasper County,32.27,-81.07
29928,STANDARD,Hilton Head Island,Hilton Head,SC,Beaufort County,32.16,-80.76
29929,STANDARD,Islandton,NA,SC,Colleton County,32.9,-80.93
29931,PO BOX,Lobeco,NA,SC,Beaufort County,32.55,-80.74
29932,STANDARD,Luray,NA,SC,Hampton County,32.82,-81.35
29933,PO BOX,Miley,NA,SC,Hampton County,32.94,-81.03
29934,STANDARD,Pineland,NA,SC,Jasper County,32.6,-81.15
29935,STANDARD,Port Royal,NA,SC,Beaufort County,32.38,-80.69
29936,STANDARD,Ridgeland,Coosawhatchie,SC,Jasper County,32.48,-80.98
29938,PO BOX,Hilton Head Island,Hilton Head,SC,Beaufort County,32.19,-80.74
29939,PO BOX,Scotia,NA,SC,Hampton County,32.68,-81.24
29940,STANDARD,Seabrook,NA,SC,Beaufort County,32.56,-80.73
29941,STANDARD,Sheldon,NA,SC,Beaufort County,32.55,-80.81
29943,STANDARD,Tillman,NA,SC,Jasper County,32.46,-81.1
29944,STANDARD,Varnville,NA,SC,Hampton County,32.85,-81.08
29945,STANDARD,Yemassee,NA,SC,Hampton County,32.69,-80.85
30002,STANDARD,Avondale Estates,Avondale Est,GA,DeKalb County,33.77,-84.26
30003,PO BOX,Norcross,NA,GA,Gwinnett County,33.94,-84.2
30004,STANDARD,Alpharetta,Milton,GA,Fulton County,34.14,-84.29
30005,STANDARD,Alpharetta,Johns Creek,GA,Fulton County,34.09,-84.22
30006,PO BOX,Marietta,NA,GA,Cobb County,33.95,-84.54
30007,PO BOX,Marietta,NA,GA,Cobb County,33.95,-84.54
30008,STANDARD,Marietta,NA,GA,Cobb County,33.9,-84.59
30009,STANDARD,Alpharetta,Milton,GA,Fulton County,34.08,-84.31
30010,PO BOX,Norcross,NA,GA,Gwinnett County,33.94,-84.2
30011,STANDARD,Auburn,NA,GA,Barrow County,34.01,-83.83
30012,STANDARD,Conyers,NA,GA,Rockdale County,33.66,-84.01
30013,STANDARD,Conyers,NA,GA,Rockdale County,33.65,-83.97
30014,STANDARD,Covington,Porterdale,GA,Newton County,33.6,-83.85
30015,PO BOX,Covington,NA,GA,Newton County,33.6,-83.85
30016,STANDARD,Covington,Porterdale,GA,Newton County,33.52,-83.93
30017,STANDARD,Grayson,NA,GA,Gwinnett County,33.89,-83.95
30018,PO BOX,Jersey,NA,GA,Walton County,33.71,-83.8
30019,STANDARD,Dacula,NA,GA,Gwinnett County,33.98,-83.88
30021,STANDARD,Clarkston,NA,GA,DeKalb County,33.81,-84.24
30022,STANDARD,Alpharetta,Johns Creek,GA,Fulton County,34.06,-84.27
30023,PO BOX,Alpharetta,NA,GA,Fulton County,34.06,-84.27
30024,STANDARD,Suwanee,Johns Creek,GA,Gwinnett County,34.05,-84.07
30025,STANDARD,Social Circle,NA,GA,Walton County,33.65,-83.71
30026,PO BOX,North Metro,Duluth,GA,Gwinnett County,34,-84.15
30028,STANDARD,Cumming,NA,GA,Forsyth County,34.29,-84.18
30029,PO BOX,North Metro,Duluth,GA,Gwinnett County,34,-84.15
30030,STANDARD,Decatur,NA,GA,DeKalb County,33.77,-84.29
30031,PO BOX,Decatur,NA,GA,Dekalb County,33.77,-84.29
30032,STANDARD,Decatur,NA,GA,DeKalb County,33.74,-84.26
30033,STANDARD,Decatur,NA,GA,DeKalb County,33.81,-84.28
30034,STANDARD,Decatur,NA,GA,DeKalb County,33.69,-84.25
30035,STANDARD,Decatur,NA,GA,DeKalb County,33.72,-84.2
30036,PO BOX,Decatur,NA,GA,Dekalb County,33.77,-84.29
30037,PO BOX,Decatur,NA,GA,Dekalb County,33.77,-84.29
30038,STANDARD,Lithonia,NA,GA,DeKalb County,33.67,-84.14
30039,STANDARD,Snellville,NA,GA,Gwinnett County,33.8,-84.03
30040,STANDARD,Cumming,NA,GA,Forsyth County,34.2,-84.13
30041,STANDARD,Cumming,NA,GA,Forsyth County,34.2,-84.1
30042,PO BOX,Lawrenceville,NA,GA,Gwinnett County,33.94,-83.99
30043,STANDARD,Lawrenceville,NA,GA,Gwinnett County,34,-84.01
30044,STANDARD,Lawrenceville,NA,GA,Gwinnett County,33.92,-84.07
30045,STANDARD,Lawrenceville,NA,GA,Gwinnett County,33.94,-83.93
30046,STANDARD,Lawrenceville,NA,GA,Gwinnett County,33.94,-83.99
30047,STANDARD,Lilburn,NA,GA,Gwinnett County,33.88,-84.13
30048,PO BOX,Lilburn,NA,GA,Gwinnett County,33.88,-84.13
30049,PO BOX,Lawrenceville,NA,GA,Gwinnett County,33.64,-84.26
30052,STANDARD,Loganville,Walnut Grove,GA,Walton County,33.83,-83.89
30054,STANDARD,Oxford,NA,GA,Newton County,33.62,-83.87
30055,STANDARD,Mansfield,NA,GA,Jasper County,33.51,-83.73
30056,STANDARD,Newborn,NA,GA,Jasper County,33.51,-83.69
30058,STANDARD,Lithonia,NA,GA,DeKalb County,33.71,-84.1
30060,STANDARD,Marietta,NA,GA,Cobb County,33.95,-84.54
30061,PO BOX,Marietta,NA,GA,Cobb County,33.95,-84.54
30062,STANDARD,Marietta,NA,GA,Cobb County,34,-84.47
30063,UNIQUE,Marietta,NA,GA,Cobb County,33.95,-84.54
30064,STANDARD,Marietta,NA,GA,Cobb County,33.94,-84.61
30065,PO BOX,Marietta,NA,GA,Cobb County,33.95,-84.54
30066,STANDARD,Marietta,NA,GA,Cobb County,34.03,-84.51
30067,STANDARD,Marietta,NA,GA,Cobb County,33.93,-84.46
30068,STANDARD,Marietta,NA,GA,Cobb County,33.97,-84.43
30069,UNIQUE,Marietta,Dobbins Afb,GA,Cobb County,33.95,-84.54
30070,PO BOX,Porterdale,NA,GA,Newton County,33.57,-83.89
30071,STANDARD,Norcross,NA,GA,Gwinnett County,33.94,-84.2
30072,PO BOX,Pine Lake,NA,GA,DeKalb County,33.79,-84.21
30073,STANDARD,Decatur,NA,GA,Dekalb County,33.7,-84.25
30074,PO BOX,Redan,NA,GA,Dekalb County,33.73,-84.15
30075,STANDARD,Roswell,NA,GA,Fulton County,34.03,-84.35
30076,STANDARD,Roswell,NA,GA,Fulton County,34.03,-84.31
30077,PO BOX,Roswell,NA,GA,Fulton County,34.03,-84.35
30078,STANDARD,Snellville,NA,GA,Gwinnett County,33.85,-84
30079,STANDARD,Scottdale,NA,GA,DeKalb County,33.79,-84.26
30080,STANDARD,Smyrna,NA,GA,Cobb County,33.86,-84.51
30081,PO BOX,Smyrna,NA,GA,Cobb County,33.86,-84.51
30082,STANDARD,Smyrna,NA,GA,Cobb County,33.85,-84.54
30083,STANDARD,Stone Mountain,Stone Mtn,GA,DeKalb County,33.8,-84.17
30084,STANDARD,Tucker,NA,GA,DeKalb County,33.85,-84.22
30085,PO BOX,Tucker,NA,GA,Dekalb County,33.85,-84.22
30086,PO BOX,Stone Mountain,Stone Mtn,GA,Dekalb County,33.8,-84.17
30087,STANDARD,Stone Mountain,"Smoke Rise, Stone Mtn",GA,DeKalb County,33.81,-84.13
30088,STANDARD,Stone Mountain,Stone Mtn,GA,DeKalb County,33.76,-84.18
30090,STANDARD,Marietta,NA,GA,Cobb County,33.95,-84.54
30091,PO BOX,Norcross,NA,GA,Gwinnett County,33.94,-84.2
30092,STANDARD,Norcross,Berkeley Lake,GA,Gwinnett County,33.97,-84.23
30093,STANDARD,Norcross,NA,GA,Gwinnett County,33.91,-84.18
30094,STANDARD,Conyers,NA,GA,Rockdale County,33.61,-84.05
30095,PO BOX,Duluth,NA,GA,Gwinnett County,34,-84.15
30096,STANDARD,Duluth,Berkeley Lake,GA,Gwinnett County,34,-84.15
30097,STANDARD,Duluth,Johns Creek,GA,Fulton County,34.03,-84.15
30098,UNIQUE,Duluth,NA,GA,Gwinnett County,34,-84.15
30099,UNIQUE,Duluth,NA,GA,Gwinnett County,34,-84.15
30101,STANDARD,Acworth,NA,GA,Cobb County,34.05,-84.67
30102,STANDARD,Acworth,NA,GA,Cherokee County,34.1,-84.63
30103,STANDARD,Adairsville,NA,GA,Bartow County,34.36,-84.91
30104,STANDARD,Aragon,NA,GA,Polk County,34.04,-85.05
30105,STANDARD,Armuchee,NA,GA,Floyd County,34.47,-85.21
30106,STANDARD,Austell,NA,GA,Cobb County,33.82,-84.64
30107,STANDARD,Ball Ground,NA,GA,Cherokee County,34.33,-84.37
30108,STANDARD,Bowdon,NA,GA,Carroll County,33.53,-85.25
30109,PO BOX,Bowdon Junction,Bowdon Jct,GA,Carroll County,33.65,-85.13
30110,STANDARD,Bremen,NA,GA,Haralson County,33.7,-85.15
30111,PO BOX,Clarkdale,NA,GA,Cobb County,33.82,-84.65
30112,PO BOX,Carrollton,NA,GA,Carroll County,33.58,-85.08
30113,STANDARD,Buchanan,NA,GA,Haralson County,33.8,-85.18
30114,STANDARD,Canton,Holly Springs,GA,Cherokee County,34.24,-84.49
30115,STANDARD,Canton,Holly Springs,GA,Cherokee County,34.2,-84.4
30116,STANDARD,Carrollton,NA,GA,Carroll County,33.54,-85
30117,STANDARD,Carrollton,NA,GA,Carroll County,33.58,-85.07
30118,UNIQUE,Carrollton,NA,GA,Carroll County,33.57,-85.1
30119,UNIQUE,Carrollton,NA,GA,Carroll County,33.58,-85.07
30120,STANDARD,Cartersville,Euharlee,GA,Bartow County,34.16,-84.8
30121,STANDARD,Cartersville,NA,GA,Bartow County,34.21,-84.78
30122,STANDARD,Lithia Springs,Lithia Spgs,GA,Douglas County,33.77,-84.64
30123,PO BOX,Cassville,NA,GA,Bartow County,34.23,-84.84
30124,STANDARD,Cave Spring,NA,GA,Floyd County,34.1,-85.33
30125,STANDARD,Cedartown,NA,GA,Polk County,34.01,-85.25
30126,STANDARD,Mableton,NA,GA,Cobb County,33.81,-84.56
30127,STANDARD,Powder Springs,Powder Spgs,GA,Cobb County,33.86,-84.68
30129,PO BOX,Coosa,NA,GA,Floyd County,34.22,-85.39
30132,STANDARD,Dallas,NA,GA,Paulding County,33.91,-84.83
30133,PO BOX,Douglasville,NA,GA,Douglas County,33.74,-84.74
30134,STANDARD,Douglasville,NA,GA,Douglas County,33.74,-84.74
30135,STANDARD,Douglasville,NA,GA,Douglas County,33.67,-84.73
30137,STANDARD,Emerson,NA,GA,Bartow County,34.12,-84.76
30138,PO BOX,Esom Hill,NA,GA,Cleburne County,33.93,-85.37
30139,STANDARD,Fairmount,NA,GA,Gordon County,34.44,-84.7
30140,PO BOX,Felton,NA,GA,Haralson County,33.88,-85.21
30141,STANDARD,Hiram,NA,GA,Paulding County,33.86,-84.77
30142,PO BOX,Holly Springs,NA,GA,Cherokee County,34.17,-84.49
30143,STANDARD,Jasper,Big Canoe,GA,Pickens County,34.46,-84.42
30144,STANDARD,Kennesaw,NA,GA,Cobb County,34.02,-84.61
30145,STANDARD,Kingston,Euharlee,GA,Bartow County,34.23,-84.94
30146,PO BOX,Lebanon,NA,GA,Cherokee County,34.21,-84.44
30147,STANDARD,Lindale,NA,GA,Floyd County,34.18,-85.18
30148,STANDARD,Marble Hill,NA,GA,Pickens County,34.46,-84.26
30149,PO BOX,Mount Berry,Rome,GA,Floyd County,34.31,-85.23
30150,PO BOX,Mount Zion,NA,GA,Carroll County,33.63,-85.18
30151,PO BOX,Nelson,NA,GA,Pickens County,34.38,-84.37
30152,STANDARD,Kennesaw,NA,GA,Cobb County,33.99,-84.65
30153,STANDARD,Rockmart,Braswell,GA,Polk County,34,-85.04
30154,PO BOX,Douglasville,NA,GA,Douglas County,33.74,-84.74
30156,PO BOX,Kennesaw,NA,GA,Cobb County,33.99,-84.65
30157,STANDARD,Dallas,NA,GA,Paulding County,33.88,-84.87
30160,PO BOX,Kennesaw,NA,GA,Cobb County,33.99,-84.65
30161,STANDARD,Rome,NA,GA,Floyd County,34.24,-85.17
30162,PO BOX,Rome,NA,GA,Floyd County,34.26,-85.18
30163,PO BOX,Rome,NA,GA,Floyd County,34.26,-85.18
30164,PO BOX,Rome,NA,GA,Newton County,33.4,-83.83
30165,STANDARD,Rome,NA,GA,Floyd County,34.26,-85.18
30168,STANDARD,Austell,NA,GA,Cobb County,33.78,-84.59
30169,PO BOX,Canton,NA,GA,Cherokee County,34.14,-84.3
30170,STANDARD,Roopville,NA,GA,Carroll County,33.45,-85.13
30171,STANDARD,Rydal,NA,GA,Bartow County,34.37,-84.7
30172,PO BOX,Shannon,NA,GA,Floyd County,34.33,-85.08
30173,STANDARD,Silver Creek,NA,GA,Floyd County,34.13,-85.13
30175,STANDARD,Talking Rock,NA,GA,Pickens County,34.5,-84.5
30176,STANDARD,Tallapoosa,NA,GA,Haralson County,33.75,-85.29
30177,STANDARD,Tate,NA,GA,Pickens County,34.41,-84.38
30178,STANDARD,Taylorsville,NA,GA,Bartow County,34.08,-84.98
30179,STANDARD,Temple,NA,GA,Carroll County,33.73,-85.03
30180,STANDARD,Villa Rica,NA,GA,Carroll County,33.73,-84.92
30182,STANDARD,Waco,NA,GA,Carroll County,33.7,-85.18
30183,STANDARD,Waleska,NA,GA,Cherokee County,34.31,-84.55
30184,STANDARD,White,NA,GA,Bartow County,34.28,-84.74
30185,STANDARD,Whitesburg,NA,GA,Carroll County,33.49,-84.91
30187,STANDARD,Winston,NA,GA,Douglas County,33.65,-84.86
30188,STANDARD,Woodstock,Holly Springs,GA,Cherokee County,34.1,-84.51
30189,STANDARD,Woodstock,NA,GA,Cherokee County,34.12,-84.57
30204,STANDARD,Barnesville,NA,GA,Lamar County,33.05,-84.15
30205,STANDARD,Brooks,NA,GA,Fayette County,33.29,-84.45
30206,STANDARD,Concord,NA,GA,Pike County,33.09,-84.43
30212,PO BOX,Experiment,NA,GA,Spalding County,33.27,-84.27
