County,State,variable,estimate,Sex,Age,HI_Coverage
Franklin, Indiana,B27001_016,1328,Male,35 to 44 years,Yes
Franklin, Indiana,B27001_017,43,Male,35 to 44 years,No
Franklin, Indiana,B27001_019,1575,Male,45 to 54 years,Yes
Franklin, Indiana,B27001_020,71,Male,45 to 54 years,No
Franklin, Indiana,B27001_022,1552,Male,55 to 64 years,Yes
Franklin, Indiana,B27001_023,148,Male,55 to 64 years,No
Franklin, Indiana,B27001_025,1125,Male,65 to 74 years,Yes
Franklin, Indiana,B27001_026,0,Male,65 to 74 years,No
Franklin, Indiana,B27001_028,638,Male,75 years and over,Yes
Franklin, Indiana,B27001_029,0,Male,75 years and over,No
Franklin, Indiana,B27001_032,776,Female,Under 6 years,Yes
Franklin, Indiana,B27001_033,0,Female,Under 6 years,No
Franklin, Indiana,B27001_035,1925,Female,6 to 18 years,Yes
Franklin, Indiana,B27001_036,48,Female,6 to 18 years,No
Franklin, Indiana,B27001_038,752,Female,19 to 25 years,Yes
Franklin, Indiana,B27001_039,81,Female,19 to 25 years,No
Franklin, Indiana,B27001_041,929,Female,26 to 34 years,Yes
Franklin, Indiana,B27001_042,131,Female,26 to 34 years,No
Franklin, Indiana,B27001_044,1326,Female,35 to 44 years,Yes
Franklin, Indiana,B27001_045,56,Female,35 to 44 years,No
Franklin, Indiana,B27001_047,1503,Female,45 to 54 years,Yes
Franklin, Indiana,B27001_048,105,Female,45 to 54 years,No
Franklin, Indiana,B27001_050,1568,Female,55 to 64 years,Yes
Franklin, Indiana,B27001_051,72,Female,55 to 64 years,No
Franklin, Indiana,B27001_053,1132,Female,65 to 74 years,Yes
Franklin, Indiana,B27001_054,0,Female,65 to 74 years,No
Franklin, Indiana,B27001_056,947,Female,75 years and over,Yes
Franklin, Indiana,B27001_057,0,Female,75 years and over,No
Fulton, Indiana,B27001_004,682,Male,Under 6 years,Yes
Fulton, Indiana,B27001_005,142,Male,Under 6 years,No
Fulton, Indiana,B27001_007,1465,Male,6 to 18 years,Yes
Fulton, Indiana,B27001_008,246,Male,6 to 18 years,No
Fulton, Indiana,B27001_010,760,Male,19 to 25 years,Yes
Fulton, Indiana,B27001_011,56,Male,19 to 25 years,No
Fulton, Indiana,B27001_013,784,Male,26 to 34 years,Yes
Fulton, Indiana,B27001_014,238,Male,26 to 34 years,No
Fulton, Indiana,B27001_016,901,Male,35 to 44 years,Yes
Fulton, Indiana,B27001_017,248,Male,35 to 44 years,No
Fulton, Indiana,B27001_019,1179,Male,45 to 54 years,Yes
Fulton, Indiana,B27001_020,120,Male,45 to 54 years,No
Fulton, Indiana,B27001_022,1311,Male,55 to 64 years,Yes
Fulton, Indiana,B27001_023,114,Male,55 to 64 years,No
Fulton, Indiana,B27001_025,971,Male,65 to 74 years,Yes
Fulton, Indiana,B27001_026,5,Male,65 to 74 years,No
Fulton, Indiana,B27001_028,614,Male,75 years and over,Yes
Fulton, Indiana,B27001_029,0,Male,75 years and over,No
Fulton, Indiana,B27001_032,572,Female,Under 6 years,Yes
Fulton, Indiana,B27001_033,199,Female,Under 6 years,No
Fulton, Indiana,B27001_035,1364,Female,6 to 18 years,Yes
Fulton, Indiana,B27001_036,305,Female,6 to 18 years,No
Fulton, Indiana,B27001_038,717,Female,19 to 25 years,Yes
Fulton, Indiana,B27001_039,35,Female,19 to 25 years,No
Fulton, Indiana,B27001_041,825,Female,26 to 34 years,Yes
Fulton, Indiana,B27001_042,120,Female,26 to 34 years,No
Fulton, Indiana,B27001_044,989,Female,35 to 44 years,Yes
Fulton, Indiana,B27001_045,186,Female,35 to 44 years,No
Fulton, Indiana,B27001_047,1226,Female,45 to 54 years,Yes
Fulton, Indiana,B27001_048,153,Female,45 to 54 years,No
Fulton, Indiana,B27001_050,1306,Female,55 to 64 years,Yes
Fulton, Indiana,B27001_051,114,Female,55 to 64 years,No
Fulton, Indiana,B27001_053,1104,Female,65 to 74 years,Yes
Fulton, Indiana,B27001_054,9,Female,65 to 74 years,No
Fulton, Indiana,B27001_056,913,Female,75 years and over,Yes
Fulton, Indiana,B27001_057,32,Female,75 years and over,No
Gibson, Indiana,B27001_004,1211,Male,Under 6 years,Yes
Gibson, Indiana,B27001_005,42,Male,Under 6 years,No
Gibson, Indiana,B27001_007,2940,Male,6 to 18 years,Yes
Gibson, Indiana,B27001_008,194,Male,6 to 18 years,No
Gibson, Indiana,B27001_010,1167,Male,19 to 25 years,Yes
Gibson, Indiana,B27001_011,171,Male,19 to 25 years,No
Gibson, Indiana,B27001_013,1443,Male,26 to 34 years,Yes
Gibson, Indiana,B27001_014,307,Male,26 to 34 years,No
Gibson, Indiana,B27001_016,1749,Male,35 to 44 years,Yes
Gibson, Indiana,B27001_017,221,Male,35 to 44 years,No
Gibson, Indiana,B27001_019,2095,Male,45 to 54 years,Yes
Gibson, Indiana,B27001_020,154,Male,45 to 54 years,No
Gibson, Indiana,B27001_022,2232,Male,55 to 64 years,Yes
Gibson, Indiana,B27001_023,162,Male,55 to 64 years,No
Gibson, Indiana,B27001_025,1468,Male,65 to 74 years,Yes
Gibson, Indiana,B27001_026,0,Male,65 to 74 years,No
Gibson, Indiana,B27001_028,897,Male,75 years and over,Yes
Gibson, Indiana,B27001_029,0,Male,75 years and over,No
Gibson, Indiana,B27001_032,1168,Female,Under 6 years,Yes
Gibson, Indiana,B27001_033,81,Female,Under 6 years,No
Gibson, Indiana,B27001_035,2626,Female,6 to 18 years,Yes
Gibson, Indiana,B27001_036,116,Female,6 to 18 years,No
Gibson, Indiana,B27001_038,1199,Female,19 to 25 years,Yes
Gibson, Indiana,B27001_039,194,Female,19 to 25 years,No
Gibson, Indiana,B27001_041,1489,Female,26 to 34 years,Yes
Gibson, Indiana,B27001_042,108,Female,26 to 34 years,No
Gibson, Indiana,B27001_044,1765,Female,35 to 44 years,Yes
Gibson, Indiana,B27001_045,218,Female,35 to 44 years,No
Gibson, Indiana,B27001_047,2062,Female,45 to 54 years,Yes
Gibson, Indiana,B27001_048,172,Female,45 to 54 years,No
Gibson, Indiana,B27001_050,2146,Female,55 to 64 years,Yes
Gibson, Indiana,B27001_051,177,Female,55 to 64 years,No
Gibson, Indiana,B27001_053,1647,Female,65 to 74 years,Yes
Gibson, Indiana,B27001_054,0,Female,65 to 74 years,No
Gibson, Indiana,B27001_056,1387,Female,75 years and over,Yes
Gibson, Indiana,B27001_057,0,Female,75 years and over,No
Grant, Indiana,B27001_004,2167,Male,Under 6 years,Yes
Grant, Indiana,B27001_005,67,Male,Under 6 years,No
Grant, Indiana,B27001_007,5028,Male,6 to 18 years,Yes
Grant, Indiana,B27001_008,343,Male,6 to 18 years,No
Grant, Indiana,B27001_010,3134,Male,19 to 25 years,Yes
Grant, Indiana,B27001_011,570,Male,19 to 25 years,No
Grant, Indiana,B27001_013,2026,Male,26 to 34 years,Yes
Grant, Indiana,B27001_014,858,Male,26 to 34 years,No
Grant, Indiana,B27001_016,2854,Male,35 to 44 years,Yes
Grant, Indiana,B27001_017,486,Male,35 to 44 years,No
Grant, Indiana,B27001_019,3719,Male,45 to 54 years,Yes
Grant, Indiana,B27001_020,513,Male,45 to 54 years,No
Grant, Indiana,B27001_022,4135,Male,55 to 64 years,Yes
Grant, Indiana,B27001_023,291,Male,55 to 64 years,No
Grant, Indiana,B27001_025,3173,Male,65 to 74 years,Yes
Grant, Indiana,B27001_026,0,Male,65 to 74 years,No
Grant, Indiana,B27001_028,2057,Male,75 years and over,Yes
Grant, Indiana,B27001_029,0,Male,75 years and over,No
Grant, Indiana,B27001_032,2257,Female,Under 6 years,Yes
Grant, Indiana,B27001_033,115,Female,Under 6 years,No
Grant, Indiana,B27001_035,4818,Female,6 to 18 years,Yes
Grant, Indiana,B27001_036,267,Female,6 to 18 years,No
Grant, Indiana,B27001_038,4144,Female,19 to 25 years,Yes
Grant, Indiana,B27001_039,440,Female,19 to 25 years,No
Grant, Indiana,B27001_041,2502,Female,26 to 34 years,Yes
Grant, Indiana,B27001_042,732,Female,26 to 34 years,No
Grant, Indiana,B27001_044,3306,Female,35 to 44 years,Yes
Grant, Indiana,B27001_045,398,Female,35 to 44 years,No
Grant, Indiana,B27001_047,3731,Female,45 to 54 years,Yes
Grant, Indiana,B27001_048,461,Female,45 to 54 years,No
Grant, Indiana,B27001_050,4411,Female,55 to 64 years,Yes
Grant, Indiana,B27001_051,424,Female,55 to 64 years,No
Grant, Indiana,B27001_053,3588,Female,65 to 74 years,Yes
Grant, Indiana,B27001_054,0,Female,65 to 74 years,No
Grant, Indiana,B27001_056,3077,Female,75 years and over,Yes
Grant, Indiana,B27001_057,0,Female,75 years and over,No
Greene, Indiana,B27001_004,1026,Male,Under 6 years,Yes
Greene, Indiana,B27001_005,53,Male,Under 6 years,No
Greene, Indiana,B27001_007,2526,Male,6 to 18 years,Yes
Greene, Indiana,B27001_008,166,Male,6 to 18 years,No
Greene, Indiana,B27001_010,1048,Male,19 to 25 years,Yes
Greene, Indiana,B27001_011,208,Male,19 to 25 years,No
Greene, Indiana,B27001_013,1132,Male,26 to 34 years,Yes
Greene, Indiana,B27001_014,448,Male,26 to 34 years,No
Greene, Indiana,B27001_016,1614,Male,35 to 44 years,Yes
Greene, Indiana,B27001_017,265,Male,35 to 44 years,No
Greene, Indiana,B27001_019,2127,Male,45 to 54 years,Yes
Greene, Indiana,B27001_020,195,Male,45 to 54 years,No
Greene, Indiana,B27001_022,2040,Male,55 to 64 years,Yes
Greene, Indiana,B27001_023,282,Male,55 to 64 years,No
Greene, Indiana,B27001_025,1656,Male,65 to 74 years,Yes
Greene, Indiana,B27001_026,18,Male,65 to 74 years,No
Greene, Indiana,B27001_028,1044,Male,75 years and over,Yes
Greene, Indiana,B27001_029,0,Male,75 years and over,No
Greene, Indiana,B27001_032,1019,Female,Under 6 years,Yes
Greene, Indiana,B27001_033,28,Female,Under 6 years,No
Greene, Indiana,B27001_035,2522,Female,6 to 18 years,Yes
Greene, Indiana,B27001_036,122,Female,6 to 18 years,No
Greene, Indiana,B27001_038,991,Female,19 to 25 years,Yes
Greene, Indiana,B27001_039,82,Female,19 to 25 years,No
Greene, Indiana,B27001_041,1423,Female,26 to 34 years,Yes
Greene, Indiana,B27001_042,241,Female,26 to 34 years,No
Greene, Indiana,B27001_044,1664,Female,35 to 44 years,Yes
Greene, Indiana,B27001_045,240,Female,35 to 44 years,No
Greene, Indiana,B27001_047,2077,Female,45 to 54 years,Yes
Greene, Indiana,B27001_048,189,Female,45 to 54 years,No
Greene, Indiana,B27001_050,2104,Female,55 to 64 years,Yes
Greene, Indiana,B27001_051,195,Female,55 to 64 years,No
Greene, Indiana,B27001_053,1766,Female,65 to 74 years,Yes
Greene, Indiana,B27001_054,0,Female,65 to 74 years,No
Greene, Indiana,B27001_056,1488,Female,75 years and over,Yes
Greene, Indiana,B27001_057,0,Female,75 years and over,No
Hamilton, Indiana,B27001_004,12555,Male,Under 6 years,Yes
Hamilton, Indiana,B27001_005,677,Male,Under 6 years,No
Hamilton, Indiana,B27001_007,32833,Male,6 to 18 years,Yes
Hamilton, Indiana,B27001_008,1086,Male,6 to 18 years,No
Hamilton, Indiana,B27001_010,9910,Male,19 to 25 years,Yes
Hamilton, Indiana,B27001_011,1198,Male,19 to 25 years,No
Hamilton, Indiana,B27001_013,14729,Male,26 to 34 years,Yes
Hamilton, Indiana,B27001_014,1641,Male,26 to 34 years,No
Hamilton, Indiana,B27001_016,21512,Male,35 to 44 years,Yes
Hamilton, Indiana,B27001_017,1435,Male,35 to 44 years,No
Hamilton, Indiana,B27001_019,22018,Male,45 to 54 years,Yes
Hamilton, Indiana,B27001_020,1035,Male,45 to 54 years,No
Hamilton, Indiana,B27001_022,16344,Male,55 to 64 years,Yes
Hamilton, Indiana,B27001_023,806,Male,55 to 64 years,No
Hamilton, Indiana,B27001_025,10453,Male,65 to 74 years,Yes
Hamilton, Indiana,B27001_026,25,Male,65 to 74 years,No
Hamilton, Indiana,B27001_028,5312,Male,75 years and over,Yes
Hamilton, Indiana,B27001_029,32,Male,75 years and over,No
Hamilton, Indiana,B27001_032,12289,Female,Under 6 years,Yes
Hamilton, Indiana,B27001_033,614,Female,Under 6 years,No
Hamilton, Indiana,B27001_035,31578,Female,6 to 18 years,Yes
Hamilton, Indiana,B27001_036,1124,Female,6 to 18 years,No
Hamilton, Indiana,B27001_038,9371,Female,19 to 25 years,Yes
Hamilton, Indiana,B27001_039,1193,Female,19 to 25 years,No
Hamilton, Indiana,B27001_041,16718,Female,26 to 34 years,Yes
Hamilton, Indiana,B27001_042,1534,Female,26 to 34 years,No
Hamilton, Indiana,B27001_044,23177,Female,35 to 44 years,Yes
Hamilton, Indiana,B27001_045,1378,Female,35 to 44 years,No
Hamilton, Indiana,B27001_047,22680,Female,45 to 54 years,Yes
Hamilton, Indiana,B27001_048,1215,Female,45 to 54 years,No
Hamilton, Indiana,B27001_050,17994,Female,55 to 64 years,Yes
Hamilton, Indiana,B27001_051,657,Female,55 to 64 years,No
Hamilton, Indiana,B27001_053,11587,Female,65 to 74 years,Yes
Hamilton, Indiana,B27001_054,0,Female,65 to 74 years,No
Hamilton, Indiana,B27001_056,7767,Female,75 years and over,Yes
Hamilton, Indiana,B27001_057,52,Female,75 years and over,No
Hancock, Indiana,B27001_004,2478,Male,Under 6 years,Yes
Hancock, Indiana,B27001_005,124,Male,Under 6 years,No
Hancock, Indiana,B27001_007,6325,Male,6 to 18 years,Yes
Hancock, Indiana,B27001_008,440,Male,6 to 18 years,No
Hancock, Indiana,B27001_010,2972,Male,19 to 25 years,Yes
Hancock, Indiana,B27001_011,194,Male,19 to 25 years,No
Hancock, Indiana,B27001_013,3186,Male,26 to 34 years,Yes
Hancock, Indiana,B27001_014,426,Male,26 to 34 years,No
Hancock, Indiana,B27001_016,4016,Male,35 to 44 years,Yes
Hancock, Indiana,B27001_017,565,Male,35 to 44 years,No
Hancock, Indiana,B27001_019,4977,Male,45 to 54 years,Yes
Hancock, Indiana,B27001_020,410,Male,45 to 54 years,No
Hancock, Indiana,B27001_022,4297,Male,55 to 64 years,Yes
Hancock, Indiana,B27001_023,424,Male,55 to 64 years,No
Hancock, Indiana,B27001_025,3390,Male,65 to 74 years,Yes
Hancock, Indiana,B27001_026,0,Male,65 to 74 years,No
Hancock, Indiana,B27001_028,1785,Male,75 years and over,Yes
Hancock, Indiana,B27001_029,0,Male,75 years and over,No
Hancock, Indiana,B27001_032,2503,Female,Under 6 years,Yes
Hancock, Indiana,B27001_033,87,Female,Under 6 years,No
Hancock, Indiana,B27001_035,5845,Female,6 to 18 years,Yes
Hancock, Indiana,B27001_036,600,Female,6 to 18 years,No
Hancock, Indiana,B27001_038,2472,Female,19 to 25 years,Yes
Hancock, Indiana,B27001_039,257,Female,19 to 25 years,No
Hancock, Indiana,B27001_041,3365,Female,26 to 34 years,Yes
Hancock, Indiana,B27001_042,513,Female,26 to 34 years,No
Hancock, Indiana,B27001_044,4599,Female,35 to 44 years,Yes
Hancock, Indiana,B27001_045,431,Female,35 to 44 years,No
Hancock, Indiana,B27001_047,5085,Female,45 to 54 years,Yes
Hancock, Indiana,B27001_048,441,Female,45 to 54 years,No
Hancock, Indiana,B27001_050,4751,Female,55 to 64 years,Yes
Hancock, Indiana,B27001_051,293,Female,55 to 64 years,No
Hancock, Indiana,B27001_053,3612,Female,65 to 74 years,Yes
Hancock, Indiana,B27001_054,0,Female,65 to 74 years,No
Hancock, Indiana,B27001_056,2367,Female,75 years and over,Yes
Hancock, Indiana,B27001_057,0,Female,75 years and over,No
Harrison, Indiana,B27001_004,1424,Male,Under 6 years,Yes
Harrison, Indiana,B27001_005,122,Male,Under 6 years,No
Harrison, Indiana,B27001_007,3174,Male,6 to 18 years,Yes
Harrison, Indiana,B27001_008,139,Male,6 to 18 years,No
Harrison, Indiana,B27001_010,1278,Male,19 to 25 years,Yes
Harrison, Indiana,B27001_011,188,Male,19 to 25 years,No
Harrison, Indiana,B27001_013,1658,Male,26 to 34 years,Yes
Harrison, Indiana,B27001_014,383,Male,26 to 34 years,No
Harrison, Indiana,B27001_016,2174,Male,35 to 44 years,Yes
Harrison, Indiana,B27001_017,213,Male,35 to 44 years,No
Harrison, Indiana,B27001_019,2578,Male,45 to 54 years,Yes
Harrison, Indiana,B27001_020,347,Male,45 to 54 years,No
Harrison, Indiana,B27001_022,2713,Male,55 to 64 years,Yes
Harrison, Indiana,B27001_023,190,Male,55 to 64 years,No
Harrison, Indiana,B27001_025,1999,Male,65 to 74 years,Yes
Harrison, Indiana,B27001_026,0,Male,65 to 74 years,No
Harrison, Indiana,B27001_028,1075,Male,75 years and over,Yes
Harrison, Indiana,B27001_029,0,Male,75 years and over,No
Harrison, Indiana,B27001_032,1142,Female,Under 6 years,Yes
Harrison, Indiana,B27001_033,50,Female,Under 6 years,No
Harrison, Indiana,B27001_035,3358,Female,6 to 18 years,Yes
Harrison, Indiana,B27001_036,106,Female,6 to 18 years,No
Harrison, Indiana,B27001_038,1256,Female,19 to 25 years,Yes
Harrison, Indiana,B27001_039,183,Female,19 to 25 years,No
Harrison, Indiana,B27001_041,1596,Female,26 to 34 years,Yes
Harrison, Indiana,B27001_042,291,Female,26 to 34 years,No
Harrison, Indiana,B27001_044,2257,Female,35 to 44 years,Yes
Harrison, Indiana,B27001_045,165,Female,35 to 44 years,No
Harrison, Indiana,B27001_047,2637,Female,45 to 54 years,Yes
Harrison, Indiana,B27001_048,204,Female,45 to 54 years,No
Harrison, Indiana,B27001_050,2790,Female,55 to 64 years,Yes
Harrison, Indiana,B27001_051,151,Female,55 to 64 years,No
Harrison, Indiana,B27001_053,2049,Female,65 to 74 years,Yes
Harrison, Indiana,B27001_054,19,Female,65 to 74 years,No
Harrison, Indiana,B27001_056,1459,Female,75 years and over,Yes
Harrison, Indiana,B27001_057,55,Female,75 years and over,No
Hendricks, Indiana,B27001_004,5632,Male,Under 6 years,Yes
Hendricks, Indiana,B27001_005,306,Male,Under 6 years,No
Hendricks, Indiana,B27001_007,15336,Male,6 to 18 years,Yes
Hendricks, Indiana,B27001_008,902,Male,6 to 18 years,No
Hendricks, Indiana,B27001_010,5467,Male,19 to 25 years,Yes
Hendricks, Indiana,B27001_011,757,Male,19 to 25 years,No
Hendricks, Indiana,B27001_013,7556,Male,26 to 34 years,Yes
Hendricks, Indiana,B27001_014,1304,Male,26 to 34 years,No
Hendricks, Indiana,B27001_016,10056,Male,35 to 44 years,Yes
Hendricks, Indiana,B27001_017,1276,Male,35 to 44 years,No
Hendricks, Indiana,B27001_019,10516,Male,45 to 54 years,Yes
Hendricks, Indiana,B27001_020,516,Male,45 to 54 years,No
Hendricks, Indiana,B27001_022,9153,Male,55 to 64 years,Yes
Hendricks, Indiana,B27001_023,511,Male,55 to 64 years,No
Hendricks, Indiana,B27001_025,5658,Male,65 to 74 years,Yes
Hendricks, Indiana,B27001_026,46,Male,65 to 74 years,No
Hendricks, Indiana,B27001_028,3229,Male,75 years and over,Yes
Hendricks, Indiana,B27001_029,2,Male,75 years and over,No
Hendricks, Indiana,B27001_032,5574,Female,Under 6 years,Yes
Hendricks, Indiana,B27001_033,192,Female,Under 6 years,No
Hendricks, Indiana,B27001_035,14412,Female,6 to 18 years,Yes
Hendricks, Indiana,B27001_036,1010,Female,6 to 18 years,No
Hendricks, Indiana,B27001_038,5210,Female,19 to 25 years,Yes
Hendricks, Indiana,B27001_039,431,Female,19 to 25 years,No
Hendricks, Indiana,B27001_041,8558,Female,26 to 34 years,Yes
Hendricks, Indiana,B27001_042,742,Female,26 to 34 years,No
Hendricks, Indiana,B27001_044,10787,Female,35 to 44 years,Yes
Hendricks, Indiana,B27001_045,754,Female,35 to 44 years,No
Hendricks, Indiana,B27001_047,10288,Female,45 to 54 years,Yes
Hendricks, Indiana,B27001_048,924,Female,45 to 54 years,No
Hendricks, Indiana,B27001_050,9379,Female,55 to 64 years,Yes
Hendricks, Indiana,B27001_051,488,Female,55 to 64 years,No
Hendricks, Indiana,B27001_053,6691,Female,65 to 74 years,Yes
Hendricks, Indiana,B27001_054,29,Female,65 to 74 years,No
Hendricks, Indiana,B27001_056,4529,Female,75 years and over,Yes
Hendricks, Indiana,B27001_057,0,Female,75 years and over,No
Henry, Indiana,B27001_004,1477,Male,Under 6 years,Yes
Henry, Indiana,B27001_005,31,Male,Under 6 years,No
Henry, Indiana,B27001_007,3814,Male,6 to 18 years,Yes
Henry, Indiana,B27001_008,179,Male,6 to 18 years,No
Henry, Indiana,B27001_010,1705,Male,19 to 25 years,Yes
Henry, Indiana,B27001_011,289,Male,19 to 25 years,No
Henry, Indiana,B27001_013,2043,Male,26 to 34 years,Yes
Henry, Indiana,B27001_014,526,Male,26 to 34 years,No
Henry, Indiana,B27001_016,2341,Male,35 to 44 years,Yes
Henry, Indiana,B27001_017,244,Male,35 to 44 years,No
Henry, Indiana,B27001_019,2627,Male,45 to 54 years,Yes
Henry, Indiana,B27001_020,357,Male,45 to 54 years,No
Henry, Indiana,B27001_022,2636,Male,55 to 64 years,Yes
Henry, Indiana,B27001_023,358,Male,55 to 64 years,No
Henry, Indiana,B27001_025,2257,Male,65 to 74 years,Yes
Henry, Indiana,B27001_026,0,Male,65 to 74 years,No
Henry, Indiana,B27001_028,1476,Male,75 years and over,Yes
Henry, Indiana,B27001_029,0,Male,75 years and over,No
Henry, Indiana,B27001_032,1373,Female,Under 6 years,Yes
Henry, Indiana,B27001_033,57,Female,Under 6 years,No
Henry, Indiana,B27001_035,3479,Female,6 to 18 years,Yes
Henry, Indiana,B27001_036,79,Female,6 to 18 years,No
Henry, Indiana,B27001_038,1510,Female,19 to 25 years,Yes
Henry, Indiana,B27001_039,114,Female,19 to 25 years,No
Henry, Indiana,B27001_041,1911,Female,26 to 34 years,Yes
Henry, Indiana,B27001_042,317,Female,26 to 34 years,No
Henry, Indiana,B27001_044,2398,Female,35 to 44 years,Yes
Henry, Indiana,B27001_045,331,Female,35 to 44 years,No
Henry, Indiana,B27001_047,2905,Female,45 to 54 years,Yes
Henry, Indiana,B27001_048,274,Female,45 to 54 years,No
Henry, Indiana,B27001_050,2986,Female,55 to 64 years,Yes
Henry, Indiana,B27001_051,344,Female,55 to 64 years,No
Henry, Indiana,B27001_053,2654,Female,65 to 74 years,Yes
Henry, Indiana,B27001_054,0,Female,65 to 74 years,No
Henry, Indiana,B27001_056,2097,Female,75 years and over,Yes
Henry, Indiana,B27001_057,0,Female,75 years and over,No
Howard, Indiana,B27001_004,2981,Male,Under 6 years,Yes
Howard, Indiana,B27001_005,46,Male,Under 6 years,No
Howard, Indiana,B27001_007,6635,Male,6 to 18 years,Yes
Howard, Indiana,B27001_008,282,Male,6 to 18 years,No
Howard, Indiana,B27001_010,2632,Male,19 to 25 years,Yes
Howard, Indiana,B27001_011,680,Male,19 to 25 years,No
Howard, Indiana,B27001_013,3564,Male,26 to 34 years,Yes
Howard, Indiana,B27001_014,670,Male,26 to 34 years,No
Howard, Indiana,B27001_016,3769,Male,35 to 44 years,Yes
Howard, Indiana,B27001_017,605,Male,35 to 44 years,No
Howard, Indiana,B27001_019,4745,Male,45 to 54 years,Yes
Howard, Indiana,B27001_020,698,Male,45 to 54 years,No
Howard, Indiana,B27001_022,5087,Male,55 to 64 years,Yes
Howard, Indiana,B27001_023,316,Male,55 to 64 years,No
Howard, Indiana,B27001_025,3956,Male,65 to 74 years,Yes
Howard, Indiana,B27001_026,0,Male,65 to 74 years,No
Howard, Indiana,B27001_028,2557,Male,75 years and over,Yes
Howard, Indiana,B27001_029,0,Male,75 years and over,No
Howard, Indiana,B27001_032,2793,Female,Under 6 years,Yes
Howard, Indiana,B27001_033,82,Female,Under 6 years,No
Howard, Indiana,B27001_035,6332,Female,6 to 18 years,Yes
Howard, Indiana,B27001_036,407,Female,6 to 18 years,No
Howard, Indiana,B27001_038,3027,Female,19 to 25 years,Yes
Howard, Indiana,B27001_039,274,Female,19 to 25 years,No
Howard, Indiana,B27001_041,3744,Female,26 to 34 years,Yes
Howard, Indiana,B27001_042,558,Female,26 to 34 years,No
Howard, Indiana,B27001_044,4342,Female,35 to 44 years,Yes
Howard, Indiana,B27001_045,640,Female,35 to 44 years,No
Howard, Indiana,B27001_047,4861,Female,45 to 54 years,Yes
Howard, Indiana,B27001_048,582,Female,45 to 54 years,No
Howard, Indiana,B27001_050,5608,Female,55 to 64 years,Yes
Howard, Indiana,B27001_051,433,Female,55 to 64 years,No
Howard, Indiana,B27001_053,4696,Female,65 to 74 years,Yes
Howard, Indiana,B27001_054,0,Female,65 to 74 years,No
Howard, Indiana,B27001_056,3815,Female,75 years and over,Yes
Howard, Indiana,B27001_057,0,Female,75 years and over,No
Huntington, Indiana,B27001_004,1145,Male,Under 6 years,Yes
Huntington, Indiana,B27001_005,43,Male,Under 6 years,No
Huntington, Indiana,B27001_007,2900,Male,6 to 18 years,Yes
Huntington, Indiana,B27001_008,200,Male,6 to 18 years,No
Huntington, Indiana,B27001_010,1484,Male,19 to 25 years,Yes
Huntington, Indiana,B27001_011,256,Male,19 to 25 years,No
Huntington, Indiana,B27001_013,1649,Male,26 to 34 years,Yes
Huntington, Indiana,B27001_014,289,Male,26 to 34 years,No
Huntington, Indiana,B27001_016,1922,Male,35 to 44 years,Yes
Huntington, Indiana,B27001_017,261,Male,35 to 44 years,No
Huntington, Indiana,B27001_019,2207,Male,45 to 54 years,Yes
Huntington, Indiana,B27001_020,225,Male,45 to 54 years,No
Huntington, Indiana,B27001_022,2370,Male,55 to 64 years,Yes
Huntington, Indiana,B27001_023,204,Male,55 to 64 years,No
Huntington, Indiana,B27001_025,1540,Male,65 to 74 years,Yes
Huntington, Indiana,B27001_026,0,Male,65 to 74 years,No
Huntington, Indiana,B27001_028,957,Male,75 years and over,Yes
Huntington, Indiana,B27001_029,0,Male,75 years and over,No
Huntington, Indiana,B27001_032,1129,Female,Under 6 years,Yes
Huntington, Indiana,B27001_033,84,Female,Under 6 years,No
Huntington, Indiana,B27001_035,2750,Female,6 to 18 years,Yes
Huntington, Indiana,B27001_036,251,Female,6 to 18 years,No
Huntington, Indiana,B27001_038,1540,Female,19 to 25 years,Yes
Huntington, Indiana,B27001_039,127,Female,19 to 25 years,No
Huntington, Indiana,B27001_041,1686,Female,26 to 34 years,Yes
Huntington, Indiana,B27001_042,197,Female,26 to 34 years,No
Huntington, Indiana,B27001_044,1804,Female,35 to 44 years,Yes
Huntington, Indiana,B27001_045,318,Female,35 to 44 years,No
Huntington, Indiana,B27001_047,2356,Female,45 to 54 years,Yes
Huntington, Indiana,B27001_048,165,Female,45 to 54 years,No
Huntington, Indiana,B27001_050,2485,Female,55 to 64 years,Yes
Huntington, Indiana,B27001_051,177,Female,55 to 64 years,No
Huntington, Indiana,B27001_053,1707,Female,65 to 74 years,Yes
Huntington, Indiana,B27001_054,0,Female,65 to 74 years,No
Huntington, Indiana,B27001_056,1514,Female,75 years and over,Yes
Huntington, Indiana,B27001_057,8,Female,75 years and over,No
Jackson, Indiana,B27001_004,1791,Male,Under 6 years,Yes
Jackson, Indiana,B27001_005,54,Male,Under 6 years,No
Jackson, Indiana,B27001_007,3805,Male,6 to 18 years,Yes
Jackson, Indiana,B27001_008,220,Male,6 to 18 years,No
Jackson, Indiana,B27001_010,1371,Male,19 to 25 years,Yes
Jackson, Indiana,B27001_011,332,Male,19 to 25 years,No
Jackson, Indiana,B27001_013,1757,Male,26 to 34 years,Yes
Jackson, Indiana,B27001_014,488,Male,26 to 34 years,No
Jackson, Indiana,B27001_016,2533,Male,35 to 44 years,Yes
Jackson, Indiana,B27001_017,548,Male,35 to 44 years,No
Jackson, Indiana,B27001_019,2547,Male,45 to 54 years,Yes
Jackson, Indiana,B27001_020,390,Male,45 to 54 years,No
