NAME,County,State,variable,estimate,Sex,Age,Public_HI
"Montgomery County, Illinois",Montgomery, Illinois,B27003_044,347,Female,35 to 44 years,Yes
"Montgomery County, Illinois",Montgomery, Illinois,B27003_045,1123,Female,35 to 44 years,No
"Montgomery County, Illinois",Montgomery, Illinois,B27003_047,257,Female,45 to 54 years,Yes
"Montgomery County, Illinois",Montgomery, Illinois,B27003_048,1626,Female,45 to 54 years,No
"Montgomery County, Illinois",Montgomery, Illinois,B27003_050,510,Female,55 to 64 years,Yes
"Montgomery County, Illinois",Montgomery, Illinois,B27003_051,1503,Female,55 to 64 years,No
"Montgomery County, Illinois",Montgomery, Illinois,B27003_053,1415,Female,65 to 74 years,Yes
"Montgomery County, Illinois",Montgomery, Illinois,B27003_054,74,Female,65 to 74 years,No
"Montgomery County, Illinois",Montgomery, Illinois,B27003_056,1538,Female,75 years and over,Yes
"Montgomery County, Illinois",Montgomery, Illinois,B27003_057,18,Female,75 years and over,No
"Morgan County, Illinois",Morgan, Illinois,B27003_004,470,Male,Under 6 years,Yes
"Morgan County, Illinois",Morgan, Illinois,B27003_005,638,Male,Under 6 years,No
"Morgan County, Illinois",Morgan, Illinois,B27003_007,879,Male,6 to 18 years,Yes
"Morgan County, Illinois",Morgan, Illinois,B27003_008,1448,Male,6 to 18 years,No
"Morgan County, Illinois",Morgan, Illinois,B27003_010,240,Male,19 to 25 years,Yes
"Morgan County, Illinois",Morgan, Illinois,B27003_011,1431,Male,19 to 25 years,No
"Morgan County, Illinois",Morgan, Illinois,B27003_013,335,Male,26 to 34 years,Yes
"Morgan County, Illinois",Morgan, Illinois,B27003_014,1308,Male,26 to 34 years,No
"Morgan County, Illinois",Morgan, Illinois,B27003_016,372,Male,35 to 44 years,Yes
"Morgan County, Illinois",Morgan, Illinois,B27003_017,1567,Male,35 to 44 years,No
"Morgan County, Illinois",Morgan, Illinois,B27003_019,403,Male,45 to 54 years,Yes
"Morgan County, Illinois",Morgan, Illinois,B27003_020,1572,Male,45 to 54 years,No
"Morgan County, Illinois",Morgan, Illinois,B27003_022,496,Male,55 to 64 years,Yes
"Morgan County, Illinois",Morgan, Illinois,B27003_023,1766,Male,55 to 64 years,No
"Morgan County, Illinois",Morgan, Illinois,B27003_025,1634,Male,65 to 74 years,Yes
"Morgan County, Illinois",Morgan, Illinois,B27003_026,60,Male,65 to 74 years,No
"Morgan County, Illinois",Morgan, Illinois,B27003_028,1025,Male,75 years and over,Yes
"Morgan County, Illinois",Morgan, Illinois,B27003_029,23,Male,75 years and over,No
"Morgan County, Illinois",Morgan, Illinois,B27003_032,500,Female,Under 6 years,Yes
"Morgan County, Illinois",Morgan, Illinois,B27003_033,490,Female,Under 6 years,No
"Morgan County, Illinois",Morgan, Illinois,B27003_035,989,Female,6 to 18 years,Yes
"Morgan County, Illinois",Morgan, Illinois,B27003_036,1490,Female,6 to 18 years,No
"Morgan County, Illinois",Morgan, Illinois,B27003_038,383,Female,19 to 25 years,Yes
"Morgan County, Illinois",Morgan, Illinois,B27003_039,1314,Female,19 to 25 years,No
"Morgan County, Illinois",Morgan, Illinois,B27003_041,489,Female,26 to 34 years,Yes
"Morgan County, Illinois",Morgan, Illinois,B27003_042,1330,Female,26 to 34 years,No
"Morgan County, Illinois",Morgan, Illinois,B27003_044,519,Female,35 to 44 years,Yes
"Morgan County, Illinois",Morgan, Illinois,B27003_045,1261,Female,35 to 44 years,No
"Morgan County, Illinois",Morgan, Illinois,B27003_047,382,Female,45 to 54 years,Yes
"Morgan County, Illinois",Morgan, Illinois,B27003_048,1774,Female,45 to 54 years,No
"Morgan County, Illinois",Morgan, Illinois,B27003_050,445,Female,55 to 64 years,Yes
"Morgan County, Illinois",Morgan, Illinois,B27003_051,1971,Female,55 to 64 years,No
"Morgan County, Illinois",Morgan, Illinois,B27003_053,1811,Female,65 to 74 years,Yes
"Morgan County, Illinois",Morgan, Illinois,B27003_054,75,Female,65 to 74 years,No
"Morgan County, Illinois",Morgan, Illinois,B27003_056,1374,Female,75 years and over,Yes
"Morgan County, Illinois",Morgan, Illinois,B27003_057,12,Female,75 years and over,No
"Moultrie County, Illinois",Moultrie, Illinois,B27003_004,116,Male,Under 6 years,Yes
"Moultrie County, Illinois",Moultrie, Illinois,B27003_005,447,Male,Under 6 years,No
"Moultrie County, Illinois",Moultrie, Illinois,B27003_007,361,Male,6 to 18 years,Yes
"Moultrie County, Illinois",Moultrie, Illinois,B27003_008,1063,Male,6 to 18 years,No
"Moultrie County, Illinois",Moultrie, Illinois,B27003_010,95,Male,19 to 25 years,Yes
"Moultrie County, Illinois",Moultrie, Illinois,B27003_011,436,Male,19 to 25 years,No
"Moultrie County, Illinois",Moultrie, Illinois,B27003_013,110,Male,26 to 34 years,Yes
"Moultrie County, Illinois",Moultrie, Illinois,B27003_014,662,Male,26 to 34 years,No
"Moultrie County, Illinois",Moultrie, Illinois,B27003_016,50,Male,35 to 44 years,Yes
"Moultrie County, Illinois",Moultrie, Illinois,B27003_017,776,Male,35 to 44 years,No
"Moultrie County, Illinois",Moultrie, Illinois,B27003_019,100,Male,45 to 54 years,Yes
"Moultrie County, Illinois",Moultrie, Illinois,B27003_020,788,Male,45 to 54 years,No
"Moultrie County, Illinois",Moultrie, Illinois,B27003_022,171,Male,55 to 64 years,Yes
"Moultrie County, Illinois",Moultrie, Illinois,B27003_023,769,Male,55 to 64 years,No
"Moultrie County, Illinois",Moultrie, Illinois,B27003_025,614,Male,65 to 74 years,Yes
"Moultrie County, Illinois",Moultrie, Illinois,B27003_026,44,Male,65 to 74 years,No
"Moultrie County, Illinois",Moultrie, Illinois,B27003_028,420,Male,75 years and over,Yes
"Moultrie County, Illinois",Moultrie, Illinois,B27003_029,0,Male,75 years and over,No
"Moultrie County, Illinois",Moultrie, Illinois,B27003_032,161,Female,Under 6 years,Yes
"Moultrie County, Illinois",Moultrie, Illinois,B27003_033,390,Female,Under 6 years,No
"Moultrie County, Illinois",Moultrie, Illinois,B27003_035,373,Female,6 to 18 years,Yes
"Moultrie County, Illinois",Moultrie, Illinois,B27003_036,998,Female,6 to 18 years,No
"Moultrie County, Illinois",Moultrie, Illinois,B27003_038,100,Female,19 to 25 years,Yes
"Moultrie County, Illinois",Moultrie, Illinois,B27003_039,351,Female,19 to 25 years,No
"Moultrie County, Illinois",Moultrie, Illinois,B27003_041,177,Female,26 to 34 years,Yes
"Moultrie County, Illinois",Moultrie, Illinois,B27003_042,657,Female,26 to 34 years,No
"Moultrie County, Illinois",Moultrie, Illinois,B27003_044,62,Female,35 to 44 years,Yes
"Moultrie County, Illinois",Moultrie, Illinois,B27003_045,787,Female,35 to 44 years,No
"Moultrie County, Illinois",Moultrie, Illinois,B27003_047,102,Female,45 to 54 years,Yes
"Moultrie County, Illinois",Moultrie, Illinois,B27003_048,813,Female,45 to 54 years,No
"Moultrie County, Illinois",Moultrie, Illinois,B27003_050,180,Female,55 to 64 years,Yes
"Moultrie County, Illinois",Moultrie, Illinois,B27003_051,830,Female,55 to 64 years,No
"Moultrie County, Illinois",Moultrie, Illinois,B27003_053,700,Female,65 to 74 years,Yes
"Moultrie County, Illinois",Moultrie, Illinois,B27003_054,50,Female,65 to 74 years,No
"Moultrie County, Illinois",Moultrie, Illinois,B27003_056,603,Female,75 years and over,Yes
"Moultrie County, Illinois",Moultrie, Illinois,B27003_057,52,Female,75 years and over,No
"Ogle County, Illinois",Ogle, Illinois,B27003_004,763,Male,Under 6 years,Yes
"Ogle County, Illinois",Ogle, Illinois,B27003_005,1031,Male,Under 6 years,No
"Ogle County, Illinois",Ogle, Illinois,B27003_007,1503,Male,6 to 18 years,Yes
"Ogle County, Illinois",Ogle, Illinois,B27003_008,3053,Male,6 to 18 years,No
"Ogle County, Illinois",Ogle, Illinois,B27003_010,271,Male,19 to 25 years,Yes
"Ogle County, Illinois",Ogle, Illinois,B27003_011,1765,Male,19 to 25 years,No
"Ogle County, Illinois",Ogle, Illinois,B27003_013,395,Male,26 to 34 years,Yes
"Ogle County, Illinois",Ogle, Illinois,B27003_014,2136,Male,26 to 34 years,No
"Ogle County, Illinois",Ogle, Illinois,B27003_016,452,Male,35 to 44 years,Yes
"Ogle County, Illinois",Ogle, Illinois,B27003_017,2610,Male,35 to 44 years,No
"Ogle County, Illinois",Ogle, Illinois,B27003_019,507,Male,45 to 54 years,Yes
"Ogle County, Illinois",Ogle, Illinois,B27003_020,3166,Male,45 to 54 years,No
"Ogle County, Illinois",Ogle, Illinois,B27003_022,597,Male,55 to 64 years,Yes
"Ogle County, Illinois",Ogle, Illinois,B27003_023,3049,Male,55 to 64 years,No
"Ogle County, Illinois",Ogle, Illinois,B27003_025,2437,Male,65 to 74 years,Yes
"Ogle County, Illinois",Ogle, Illinois,B27003_026,58,Male,65 to 74 years,No
"Ogle County, Illinois",Ogle, Illinois,B27003_028,1564,Male,75 years and over,Yes
"Ogle County, Illinois",Ogle, Illinois,B27003_029,9,Male,75 years and over,No
"Ogle County, Illinois",Ogle, Illinois,B27003_032,641,Female,Under 6 years,Yes
"Ogle County, Illinois",Ogle, Illinois,B27003_033,864,Female,Under 6 years,No
"Ogle County, Illinois",Ogle, Illinois,B27003_035,1309,Female,6 to 18 years,Yes
"Ogle County, Illinois",Ogle, Illinois,B27003_036,3178,Female,6 to 18 years,No
"Ogle County, Illinois",Ogle, Illinois,B27003_038,493,Female,19 to 25 years,Yes
"Ogle County, Illinois",Ogle, Illinois,B27003_039,1361,Female,19 to 25 years,No
"Ogle County, Illinois",Ogle, Illinois,B27003_041,573,Female,26 to 34 years,Yes
"Ogle County, Illinois",Ogle, Illinois,B27003_042,1966,Female,26 to 34 years,No
"Ogle County, Illinois",Ogle, Illinois,B27003_044,571,Female,35 to 44 years,Yes
"Ogle County, Illinois",Ogle, Illinois,B27003_045,2430,Female,35 to 44 years,No
"Ogle County, Illinois",Ogle, Illinois,B27003_047,519,Female,45 to 54 years,Yes
"Ogle County, Illinois",Ogle, Illinois,B27003_048,3173,Female,45 to 54 years,No
"Ogle County, Illinois",Ogle, Illinois,B27003_050,528,Female,55 to 64 years,Yes
"Ogle County, Illinois",Ogle, Illinois,B27003_051,3144,Female,55 to 64 years,No
"Ogle County, Illinois",Ogle, Illinois,B27003_053,2470,Female,65 to 74 years,Yes
"Ogle County, Illinois",Ogle, Illinois,B27003_054,101,Female,65 to 74 years,No
"Ogle County, Illinois",Ogle, Illinois,B27003_056,2114,Female,75 years and over,Yes
"Ogle County, Illinois",Ogle, Illinois,B27003_057,30,Female,75 years and over,No
"Peoria County, Illinois",Peoria, Illinois,B27003_004,3282,Male,Under 6 years,Yes
"Peoria County, Illinois",Peoria, Illinois,B27003_005,4305,Male,Under 6 years,No
"Peoria County, Illinois",Peoria, Illinois,B27003_007,6001,Male,6 to 18 years,Yes
"Peoria County, Illinois",Peoria, Illinois,B27003_008,9895,Male,6 to 18 years,No
"Peoria County, Illinois",Peoria, Illinois,B27003_010,1289,Male,19 to 25 years,Yes
"Peoria County, Illinois",Peoria, Illinois,B27003_011,7015,Male,19 to 25 years,No
"Peoria County, Illinois",Peoria, Illinois,B27003_013,1943,Male,26 to 34 years,Yes
"Peoria County, Illinois",Peoria, Illinois,B27003_014,9396,Male,26 to 34 years,No
"Peoria County, Illinois",Peoria, Illinois,B27003_016,1931,Male,35 to 44 years,Yes
"Peoria County, Illinois",Peoria, Illinois,B27003_017,8894,Male,35 to 44 years,No
"Peoria County, Illinois",Peoria, Illinois,B27003_019,2091,Male,45 to 54 years,Yes
"Peoria County, Illinois",Peoria, Illinois,B27003_020,8747,Male,45 to 54 years,No
"Peoria County, Illinois",Peoria, Illinois,B27003_022,2653,Male,55 to 64 years,Yes
"Peoria County, Illinois",Peoria, Illinois,B27003_023,8449,Male,55 to 64 years,No
"Peoria County, Illinois",Peoria, Illinois,B27003_025,7320,Male,65 to 74 years,Yes
"Peoria County, Illinois",Peoria, Illinois,B27003_026,262,Male,65 to 74 years,No
"Peoria County, Illinois",Peoria, Illinois,B27003_028,4666,Male,75 years and over,Yes
"Peoria County, Illinois",Peoria, Illinois,B27003_029,117,Male,75 years and over,No
"Peoria County, Illinois",Peoria, Illinois,B27003_032,3584,Female,Under 6 years,Yes
"Peoria County, Illinois",Peoria, Illinois,B27003_033,3883,Female,Under 6 years,No
"Peoria County, Illinois",Peoria, Illinois,B27003_035,5776,Female,6 to 18 years,Yes
"Peoria County, Illinois",Peoria, Illinois,B27003_036,9231,Female,6 to 18 years,No
"Peoria County, Illinois",Peoria, Illinois,B27003_038,2404,Female,19 to 25 years,Yes
"Peoria County, Illinois",Peoria, Illinois,B27003_039,6674,Female,19 to 25 years,No
"Peoria County, Illinois",Peoria, Illinois,B27003_041,3471,Female,26 to 34 years,Yes
"Peoria County, Illinois",Peoria, Illinois,B27003_042,7885,Female,26 to 34 years,No
"Peoria County, Illinois",Peoria, Illinois,B27003_044,2393,Female,35 to 44 years,Yes
"Peoria County, Illinois",Peoria, Illinois,B27003_045,8824,Female,35 to 44 years,No
"Peoria County, Illinois",Peoria, Illinois,B27003_047,2289,Female,45 to 54 years,Yes
"Peoria County, Illinois",Peoria, Illinois,B27003_048,9211,Female,45 to 54 years,No
"Peoria County, Illinois",Peoria, Illinois,B27003_050,2533,Female,55 to 64 years,Yes
"Peoria County, Illinois",Peoria, Illinois,B27003_051,9832,Female,55 to 64 years,No
"Peoria County, Illinois",Peoria, Illinois,B27003_053,8669,Female,65 to 74 years,Yes
"Peoria County, Illinois",Peoria, Illinois,B27003_054,198,Female,65 to 74 years,No
"Peoria County, Illinois",Peoria, Illinois,B27003_056,7048,Female,75 years and over,Yes
"Peoria County, Illinois",Peoria, Illinois,B27003_057,53,Female,75 years and over,No
"Perry County, Illinois",Perry, Illinois,B27003_004,314,Male,Under 6 years,Yes
"Perry County, Illinois",Perry, Illinois,B27003_005,379,Male,Under 6 years,No
"Perry County, Illinois",Perry, Illinois,B27003_007,660,Male,6 to 18 years,Yes
"Perry County, Illinois",Perry, Illinois,B27003_008,884,Male,6 to 18 years,No
"Perry County, Illinois",Perry, Illinois,B27003_010,164,Male,19 to 25 years,Yes
"Perry County, Illinois",Perry, Illinois,B27003_011,617,Male,19 to 25 years,No
"Perry County, Illinois",Perry, Illinois,B27003_013,221,Male,26 to 34 years,Yes
"Perry County, Illinois",Perry, Illinois,B27003_014,648,Male,26 to 34 years,No
"Perry County, Illinois",Perry, Illinois,B27003_016,223,Male,35 to 44 years,Yes
"Perry County, Illinois",Perry, Illinois,B27003_017,872,Male,35 to 44 years,No
"Perry County, Illinois",Perry, Illinois,B27003_019,222,Male,45 to 54 years,Yes
"Perry County, Illinois",Perry, Illinois,B27003_020,1116,Male,45 to 54 years,No
"Perry County, Illinois",Perry, Illinois,B27003_022,417,Male,55 to 64 years,Yes
"Perry County, Illinois",Perry, Illinois,B27003_023,869,Male,55 to 64 years,No
"Perry County, Illinois",Perry, Illinois,B27003_025,967,Male,65 to 74 years,Yes
"Perry County, Illinois",Perry, Illinois,B27003_026,2,Male,65 to 74 years,No
"Perry County, Illinois",Perry, Illinois,B27003_028,658,Male,75 years and over,Yes
"Perry County, Illinois",Perry, Illinois,B27003_029,3,Male,75 years and over,No
"Perry County, Illinois",Perry, Illinois,B27003_032,297,Female,Under 6 years,Yes
"Perry County, Illinois",Perry, Illinois,B27003_033,389,Female,Under 6 years,No
"Perry County, Illinois",Perry, Illinois,B27003_035,544,Female,6 to 18 years,Yes
"Perry County, Illinois",Perry, Illinois,B27003_036,840,Female,6 to 18 years,No
"Perry County, Illinois",Perry, Illinois,B27003_038,279,Female,19 to 25 years,Yes
"Perry County, Illinois",Perry, Illinois,B27003_039,429,Female,19 to 25 years,No
"Perry County, Illinois",Perry, Illinois,B27003_041,428,Female,26 to 34 years,Yes
"Perry County, Illinois",Perry, Illinois,B27003_042,494,Female,26 to 34 years,No
"Perry County, Illinois",Perry, Illinois,B27003_044,334,Female,35 to 44 years,Yes
"Perry County, Illinois",Perry, Illinois,B27003_045,793,Female,35 to 44 years,No
"Perry County, Illinois",Perry, Illinois,B27003_047,347,Female,45 to 54 years,Yes
"Perry County, Illinois",Perry, Illinois,B27003_048,927,Female,45 to 54 years,No
"Perry County, Illinois",Perry, Illinois,B27003_050,425,Female,55 to 64 years,Yes
"Perry County, Illinois",Perry, Illinois,B27003_051,913,Female,55 to 64 years,No
"Perry County, Illinois",Perry, Illinois,B27003_053,1179,Female,65 to 74 years,Yes
"Perry County, Illinois",Perry, Illinois,B27003_054,13,Female,65 to 74 years,No
"Perry County, Illinois",Perry, Illinois,B27003_056,887,Female,75 years and over,Yes
"Perry County, Illinois",Perry, Illinois,B27003_057,4,Female,75 years and over,No
"Piatt County, Illinois",Piatt, Illinois,B27003_004,152,Male,Under 6 years,Yes
"Piatt County, Illinois",Piatt, Illinois,B27003_005,439,Male,Under 6 years,No
"Piatt County, Illinois",Piatt, Illinois,B27003_007,226,Male,6 to 18 years,Yes
"Piatt County, Illinois",Piatt, Illinois,B27003_008,1135,Male,6 to 18 years,No
"Piatt County, Illinois",Piatt, Illinois,B27003_010,42,Male,19 to 25 years,Yes
"Piatt County, Illinois",Piatt, Illinois,B27003_011,506,Male,19 to 25 years,No
"Piatt County, Illinois",Piatt, Illinois,B27003_013,161,Male,26 to 34 years,Yes
"Piatt County, Illinois",Piatt, Illinois,B27003_014,663,Male,26 to 34 years,No
"Piatt County, Illinois",Piatt, Illinois,B27003_016,126,Male,35 to 44 years,Yes
"Piatt County, Illinois",Piatt, Illinois,B27003_017,890,Male,35 to 44 years,No
"Piatt County, Illinois",Piatt, Illinois,B27003_019,126,Male,45 to 54 years,Yes
"Piatt County, Illinois",Piatt, Illinois,B27003_020,948,Male,45 to 54 years,No
"Piatt County, Illinois",Piatt, Illinois,B27003_022,89,Male,55 to 64 years,Yes
"Piatt County, Illinois",Piatt, Illinois,B27003_023,1148,Male,55 to 64 years,No
"Piatt County, Illinois",Piatt, Illinois,B27003_025,785,Male,65 to 74 years,Yes
"Piatt County, Illinois",Piatt, Illinois,B27003_026,66,Male,65 to 74 years,No
"Piatt County, Illinois",Piatt, Illinois,B27003_028,568,Male,75 years and over,Yes
"Piatt County, Illinois",Piatt, Illinois,B27003_029,0,Male,75 years and over,No
"Piatt County, Illinois",Piatt, Illinois,B27003_032,141,Female,Under 6 years,Yes
"Piatt County, Illinois",Piatt, Illinois,B27003_033,444,Female,Under 6 years,No
"Piatt County, Illinois",Piatt, Illinois,B27003_035,298,Female,6 to 18 years,Yes
"Piatt County, Illinois",Piatt, Illinois,B27003_036,1068,Female,6 to 18 years,No
"Piatt County, Illinois",Piatt, Illinois,B27003_038,48,Female,19 to 25 years,Yes
"Piatt County, Illinois",Piatt, Illinois,B27003_039,473,Female,19 to 25 years,No
"Piatt County, Illinois",Piatt, Illinois,B27003_041,74,Female,26 to 34 years,Yes
"Piatt County, Illinois",Piatt, Illinois,B27003_042,740,Female,26 to 34 years,No
"Piatt County, Illinois",Piatt, Illinois,B27003_044,100,Female,35 to 44 years,Yes
"Piatt County, Illinois",Piatt, Illinois,B27003_045,879,Female,35 to 44 years,No
"Piatt County, Illinois",Piatt, Illinois,B27003_047,109,Female,45 to 54 years,Yes
"Piatt County, Illinois",Piatt, Illinois,B27003_048,1016,Female,45 to 54 years,No
"Piatt County, Illinois",Piatt, Illinois,B27003_050,103,Female,55 to 64 years,Yes
"Piatt County, Illinois",Piatt, Illinois,B27003_051,1154,Female,55 to 64 years,No
"Piatt County, Illinois",Piatt, Illinois,B27003_053,876,Female,65 to 74 years,Yes
"Piatt County, Illinois",Piatt, Illinois,B27003_054,26,Female,65 to 74 years,No
"Piatt County, Illinois",Piatt, Illinois,B27003_056,754,Female,75 years and over,Yes
"Piatt County, Illinois",Piatt, Illinois,B27003_057,2,Female,75 years and over,No
"Pike County, Illinois",Pike, Illinois,B27003_004,307,Male,Under 6 years,Yes
"Pike County, Illinois",Pike, Illinois,B27003_005,282,Male,Under 6 years,No
"Pike County, Illinois",Pike, Illinois,B27003_007,539,Male,6 to 18 years,Yes
"Pike County, Illinois",Pike, Illinois,B27003_008,782,Male,6 to 18 years,No
"Pike County, Illinois",Pike, Illinois,B27003_010,135,Male,19 to 25 years,Yes
"Pike County, Illinois",Pike, Illinois,B27003_011,417,Male,19 to 25 years,No
"Pike County, Illinois",Pike, Illinois,B27003_013,154,Male,26 to 34 years,Yes
"Pike County, Illinois",Pike, Illinois,B27003_014,610,Male,26 to 34 years,No
"Pike County, Illinois",Pike, Illinois,B27003_016,177,Male,35 to 44 years,Yes
"Pike County, Illinois",Pike, Illinois,B27003_017,654,Male,35 to 44 years,No
"Pike County, Illinois",Pike, Illinois,B27003_019,177,Male,45 to 54 years,Yes
"Pike County, Illinois",Pike, Illinois,B27003_020,798,Male,45 to 54 years,No
"Pike County, Illinois",Pike, Illinois,B27003_022,170,Male,55 to 64 years,Yes
"Pike County, Illinois",Pike, Illinois,B27003_023,940,Male,55 to 64 years,No
"Pike County, Illinois",Pike, Illinois,B27003_025,768,Male,65 to 74 years,Yes
"Pike County, Illinois",Pike, Illinois,B27003_026,12,Male,65 to 74 years,No
"Pike County, Illinois",Pike, Illinois,B27003_028,555,Male,75 years and over,Yes
"Pike County, Illinois",Pike, Illinois,B27003_029,0,Male,75 years and over,No
"Pike County, Illinois",Pike, Illinois,B27003_032,229,Female,Under 6 years,Yes
"Pike County, Illinois",Pike, Illinois,B27003_033,301,Female,Under 6 years,No
"Pike County, Illinois",Pike, Illinois,B27003_035,625,Female,6 to 18 years,Yes
"Pike County, Illinois",Pike, Illinois,B27003_036,684,Female,6 to 18 years,No
"Pike County, Illinois",Pike, Illinois,B27003_038,194,Female,19 to 25 years,Yes
"Pike County, Illinois",Pike, Illinois,B27003_039,341,Female,19 to 25 years,No
"Pike County, Illinois",Pike, Illinois,B27003_041,301,Female,26 to 34 years,Yes
"Pike County, Illinois",Pike, Illinois,B27003_042,503,Female,26 to 34 years,No
"Pike County, Illinois",Pike, Illinois,B27003_044,259,Female,35 to 44 years,Yes
"Pike County, Illinois",Pike, Illinois,B27003_045,582,Female,35 to 44 years,No
"Pike County, Illinois",Pike, Illinois,B27003_047,178,Female,45 to 54 years,Yes
"Pike County, Illinois",Pike, Illinois,B27003_048,804,Female,45 to 54 years,No
"Pike County, Illinois",Pike, Illinois,B27003_050,302,Female,55 to 64 years,Yes
"Pike County, Illinois",Pike, Illinois,B27003_051,821,Female,55 to 64 years,No
"Pike County, Illinois",Pike, Illinois,B27003_053,815,Female,65 to 74 years,Yes
"Pike County, Illinois",Pike, Illinois,B27003_054,13,Female,65 to 74 years,No
"Pike County, Illinois",Pike, Illinois,B27003_056,845,Female,75 years and over,Yes
"Pike County, Illinois",Pike, Illinois,B27003_057,4,Female,75 years and over,No
"Pope County, Illinois",Pope, Illinois,B27003_004,42,Male,Under 6 years,Yes
"Pope County, Illinois",Pope, Illinois,B27003_005,60,Male,Under 6 years,No
"Pope County, Illinois",Pope, Illinois,B27003_007,132,Male,6 to 18 years,Yes
"Pope County, Illinois",Pope, Illinois,B27003_008,128,Male,6 to 18 years,No
"Pope County, Illinois",Pope, Illinois,B27003_010,136,Male,19 to 25 years,Yes
"Pope County, Illinois",Pope, Illinois,B27003_011,59,Male,19 to 25 years,No
"Pope County, Illinois",Pope, Illinois,B27003_013,26,Male,26 to 34 years,Yes
"Pope County, Illinois",Pope, Illinois,B27003_014,16,Male,26 to 34 years,No
"Pope County, Illinois",Pope, Illinois,B27003_016,73,Male,35 to 44 years,Yes
"Pope County, Illinois",Pope, Illinois,B27003_017,167,Male,35 to 44 years,No
"Pope County, Illinois",Pope, Illinois,B27003_019,102,Male,45 to 54 years,Yes
"Pope County, Illinois",Pope, Illinois,B27003_020,248,Male,45 to 54 years,No
"Pope County, Illinois",Pope, Illinois,B27003_022,183,Male,55 to 64 years,Yes
"Pope County, Illinois",Pope, Illinois,B27003_023,241,Male,55 to 64 years,No
"Pope County, Illinois",Pope, Illinois,B27003_025,313,Male,65 to 74 years,Yes
"Pope County, Illinois",Pope, Illinois,B27003_026,3,Male,65 to 74 years,No
"Pope County, Illinois",Pope, Illinois,B27003_028,283,Male,75 years and over,Yes
"Pope County, Illinois",Pope, Illinois,B27003_029,9,Male,75 years and over,No
"Pope County, Illinois",Pope, Illinois,B27003_032,55,Female,Under 6 years,Yes
"Pope County, Illinois",Pope, Illinois,B27003_033,27,Female,Under 6 years,No
"Pope County, Illinois",Pope, Illinois,B27003_035,61,Female,6 to 18 years,Yes
"Pope County, Illinois",Pope, Illinois,B27003_036,133,Female,6 to 18 years,No
"Pope County, Illinois",Pope, Illinois,B27003_038,41,Female,19 to 25 years,Yes
"Pope County, Illinois",Pope, Illinois,B27003_039,31,Female,19 to 25 years,No
"Pope County, Illinois",Pope, Illinois,B27003_041,56,Female,26 to 34 years,Yes
"Pope County, Illinois",Pope, Illinois,B27003_042,80,Female,26 to 34 years,No
"Pope County, Illinois",Pope, Illinois,B27003_044,61,Female,35 to 44 years,Yes
"Pope County, Illinois",Pope, Illinois,B27003_045,82,Female,35 to 44 years,No
"Pope County, Illinois",Pope, Illinois,B27003_047,77,Female,45 to 54 years,Yes
"Pope County, Illinois",Pope, Illinois,B27003_048,153,Female,45 to 54 years,No
"Pope County, Illinois",Pope, Illinois,B27003_050,151,Female,55 to 64 years,Yes
"Pope County, Illinois",Pope, Illinois,B27003_051,244,Female,55 to 64 years,No
"Pope County, Illinois",Pope, Illinois,B27003_053,335,Female,65 to 74 years,Yes
"Pope County, Illinois",Pope, Illinois,B27003_054,0,Female,65 to 74 years,No
"Pope County, Illinois",Pope, Illinois,B27003_056,270,Female,75 years and over,Yes
"Pope County, Illinois",Pope, Illinois,B27003_057,6,Female,75 years and over,No
"Pulaski County, Illinois",Pulaski, Illinois,B27003_004,135,Male,Under 6 years,Yes
"Pulaski County, Illinois",Pulaski, Illinois,B27003_005,34,Male,Under 6 years,No
"Pulaski County, Illinois",Pulaski, Illinois,B27003_007,240,Male,6 to 18 years,Yes
"Pulaski County, Illinois",Pulaski, Illinois,B27003_008,236,Male,6 to 18 years,No
"Pulaski County, Illinois",Pulaski, Illinois,B27003_010,76,Male,19 to 25 years,Yes
"Pulaski County, Illinois",Pulaski, Illinois,B27003_011,158,Male,19 to 25 years,No
"Pulaski County, Illinois",Pulaski, Illinois,B27003_013,166,Male,26 to 34 years,Yes
"Pulaski County, Illinois",Pulaski, Illinois,B27003_014,135,Male,26 to 34 years,No
"Pulaski County, Illinois",Pulaski, Illinois,B27003_016,77,Male,35 to 44 years,Yes
"Pulaski County, Illinois",Pulaski, Illinois,B27003_017,177,Male,35 to 44 years,No
"Pulaski County, Illinois",Pulaski, Illinois,B27003_019,129,Male,45 to 54 years,Yes
"Pulaski County, Illinois",Pulaski, Illinois,B27003_020,209,Male,45 to 54 years,No
"Pulaski County, Illinois",Pulaski, Illinois,B27003_022,189,Male,55 to 64 years,Yes
"Pulaski County, Illinois",Pulaski, Illinois,B27003_023,246,Male,55 to 64 years,No
"Pulaski County, Illinois",Pulaski, Illinois,B27003_025,327,Male,65 to 74 years,Yes
"Pulaski County, Illinois",Pulaski, Illinois,B27003_026,4,Male,65 to 74 years,No
"Pulaski County, Illinois",Pulaski, Illinois,B27003_028,204,Male,75 years and over,Yes
"Pulaski County, Illinois",Pulaski, Illinois,B27003_029,0,Male,75 years and over,No
"Pulaski County, Illinois",Pulaski, Illinois,B27003_032,165,Female,Under 6 years,Yes
"Pulaski County, Illinois",Pulaski, Illinois,B27003_033,26,Female,Under 6 years,No
"Pulaski County, Illinois",Pulaski, Illinois,B27003_035,219,Female,6 to 18 years,Yes
"Pulaski County, Illinois",Pulaski, Illinois,B27003_036,233,Female,6 to 18 years,No
